source_path,locator,label,type,assumptions,domain,units,proof_status,dependencies,counterexample_check,claim_id,evidence_id,verdict,rationale,auditor,result_id,title,recommended_destination
"paper/sec_robotica.tex","L80-L93","th:icr-comun","teorema","Acoplamiento rígido de pivotes, ruedas sin deslizamiento lateral, geometría congelada instantáneamente y convención S^2=-I; rama Omega distinta de cero y traslación tratada aparte.","Cinemática planar de una carga y AMR diferenciales; no incluye contactos fuera del eje, holgura, saturación ni dinámica.","V en m/s, Omega en rad/s, r e ICR en m; la fila A_kin zeta es m/s.","COMPLETE","velocidad rígida del pivote; línea de movimiento nulo; restricción no holónoma; pr:rigidez.","Con líneas que no concurren no existe ese twist sin deslizamiento. Un contacto adelantado puede moverse lateralmente respecto del eje y queda fuera de la equivalencia.","NONE","NONE","CANDIDATE","La identidad y las equivalencias geométricas están demostradas correctamente; falta claim/evidencia canónica y separación explícita respecto del resultado activo de pivotes.","formal_audit_c","PAPER-FR-0133-th:icr-comun","ICR común","monograph-candidate"
"paper/sec_standby.tex","L21-L28","pr:caza-ciervo","proposicion","Debe añadirse 2<=r*<=n, B y c no negativos y w>=-c; pagos comunes y desviaciones unilaterales.","Juego binario simétrico de reclutamiento con umbral; no cubre heterogeneidad, comunicación ni compromiso secuencial.","B, c y w son utilidades; n y r* son conteos.","COMPLETE_WITH_GAPS","definición de pagos del juego; condición B-c>=w.","Si r*>n, todos dentro no alcanza el umbral y deja de ser Nash; si w<-c, nadie dentro tampoco lo es. Ambos casos están permitidos por el enunciado literal.","NONE","NONE","CANDIDATE","La prueba de los dos perfiles es correcta en el dominio natural, pero dos condiciones necesarias permanecen implícitas y no hay enlace de evidencia.","formal_audit_c","PAPER-FR-0134-pr:caza-ciervo","El reclutamiento es una caza del ciervo","monograph-candidate"
"paper/sec_standby.tex","L118-L124","pr:nucleo","proposicion","Juego de umbral simétrico con gran coalición ganadora; no declara B positivo ni 1<=r*<=n.","Juego cooperativo simple con utilidad transferible; no cubre valores dependientes de partición o ruta.","B y pagos en utilidad; cardinalidades sin unidad.","ABSENT_AND_UNDERDEFINED","PAPER-FR-0123-th:N-nucleo.","Los mismos casos fuera de rango y juegos con externalidades invalidan la lectura general; no se aporta prueba local.","NONE","NONE","DUPLICATE","Repite exactamente el inciso de capacidades iguales de th:N-nucleo, cuya versión incluye la justificación por jugador con veto.","formal_audit_c","PAPER-FR-0135-pr:nucleo","El núcleo de este juego es vacío salvo en un caso","archive-only"
"paper/sec_standby.tex","L141-L148","pr:nucleo-divisible","proposicion","Programa lineal de producción con óptimo finito, b_i no negativos, dual factible y dualidad fuerte para la gran coalición; misma tecnología A,c para todo subconjunto.","Juego lineal de producción divisible con función característica; no se transfiere a reclutamiento atómico ni externalidades de partición.","b son recursos, lambda precios por recurso, x_i y v(S) utilidad; A y c deben mantener homogeneidad dual.","COMPLETE_WITH_GAPS","dual del LP de producción; dualidad débil para cada S y fuerte para N.","Si la tecnología o los precios factibles dependen del subconjunto, lambda* deja de ser dual común; con valor de partición la prueba no aplica.","NONE","NONE","CANDIDATE","La construcción dual demuestra eficiencia y racionalidad coalicional, pero el dual no está escrito y faltan claim, fuente primaria y evidencia canónica.","formal_audit_c","PAPER-FR-0136-pr:nucleo-divisible","Donde el reparto \emph{sí} es estable","monograph-candidate"
"paper/sec_standby.tex","L377-L394","th:subprovision","teorema","p diferenciable, creciente y cóncava con p(0)=0; para los iff se necesitan estricta concavidad, soluciones interiores únicas y monotonicidad estricta de p(s)/s, no declaradas.","Modelo continuo homogéneo de reserva separada; no cubre límites s=0/1, misiones heterogéneas ni dependencia de Lambda con s.","s y epsilon son adimensionales; p es probabilidad; B y R utilidad/rescate; Lambda lambda_f R/(Ns) y c comparten coste por tiempo.","INVALID_IN_PART","s:plantel; condiciones de equilibrio y óptimo social; elasticidad de cobertura.","Con p(s)=s, epsilon=1 y p(s)/s constante: la condición privada no determina un s único, la monotonía estricta usada en (iii) falla y los iff de orden no están definidos. Igualdad puntual tampoco obliga a que p sea globalmente lineal.","NONE","NONE","REJECT","La desigualdad epsilon<=1 y la identidad interior de (ii) son recuperables, pero las afirmaciones de igualdad única y orden son falsas bajo mera concavidad.","formal_audit_c","PAPER-FR-0137-th:subprovision","La brecha entre la media y la marginal","archive-only"
"paper/sec_standby.tex","L435-L449","th:prima","teorema","Hereda las hipótesis insuficientes de th:subprovision; además usa B_l y R_l heterogéneos dentro de una condición de equilibrio derivada para premio común.","Financiación esperada de una reserva homogénea; no formaliza asignación de rescates, heterogeneidad de pagadores ni participación dinámica.","q_l es utilidad/tiempo, lambda_f 1/tiempo, p y epsilon adimensionales, B_l y R_l utilidad.","INVALID_IN_PART","PAPER-FR-0137-th:subprovision; balance esperado de fallos y pagos.","Con p lineal, el nivel de reserva no queda implementado de forma única. Con B_l distintos, la prueba reemplaza sin justificación la suma de premios por Lambda veces un premio común.","NONE","NONE","REJECT","El balance contable y q_l<=lambda_f p B_l son correctos, pero la implementación del óptimo no se sigue bajo las hipótesis ni la heterogeneidad escritas.","formal_audit_c","PAPER-FR-0138-th:prima","Implementación por prima de cobertura","archive-only"
"paper/sec_standby.tex","L589-L596","pr:factorizada","proposicion","Conectividad intra-coalición suficiente para todas las variables posteriores, información inter-coalición congelada tras compromiso y una ventana de reclutamiento suficientemente larga; estas dos últimas no se formalizan.","Consenso por fases en grafos móviles; omite tráfico, reconfiguración, nuevos fallos y precios que pueden requerir comunicación tras reclutar.","Distancias en m, umbral de residual adimensional o declarado y tiempos de convergencia/desconexión en s.","INVALID","PAPER-FR-0142-th:conmutada; mecanismos de consenso de reclutamiento y wrench; condición temporal posterior T_conv<T_disconnect.","Una ventana de reclutamiento puede cerrarse antes de que un dato atraviese el árbol conjunto; conectividad acumulada asintótica no produce acuerdo exacto en cualquier ventana finita.","NONE","NONE","REJECT","La prueba confunde convergencia condicionada/asintótica con acuerdo dentro de una fase finita y no justifica que toda información inter-coalición deje de usarse.","formal_audit_c","PAPER-FR-0139-pr:factorizada","Conectividad por fases","archive-only"
"paper/sec_standby.tex","L656-L668","th:potencia","teorema","Sitios fijos, alcances no negativos y dominio euclídeo; el iff con Voronoi requiere considerar todo el plano, sitios activos distintos y celdas no ocultas.","Partición de potencia para asignar cobertura de rescate heterogénea; no optimiza ubicaciones ni garantiza cobertura donde ningún alcance llega.","q, q_i y rho_i en m; las potencias comparadas están en m2.","COMPLETE_WITH_WORDING_GAP","def:cobertura; geometría de diagramas de potencia; cancelación de términos cuadráticos.","En un dominio Omega recortado que cae por completo del mismo lado de los bisectores, alcances desiguales pueden inducir la misma asignación que Voronoi; por eso el solo si literal no vale sobre Omega arbitrario.","NONE","NONE","CANDIDATE","Las celdas convexas y la propiedad de asignar un punto cubierto a algún robot que lo cubre son correctas; debe acotarse el iff y evitar llamar correcta a una única partición normativa.","formal_audit_c","PAPER-FR-0140-th:potencia","Con AMR heterogéneos la partición correcta no es la de Voronoi","monograph-candidate"
"paper/sec_standby.tex","L692-L700","pr:ascenso","proposicion","H diferenciable a lo largo de la trayectoria, gradiente exacto, posiciones sin restricciones y ganancias positivas; la cobertura indicadora definida antes es no suave en eventos topológicos.","Flujo gradiente continuo de cobertura por discos ponderados; no cubre uniciclos, colisiones, fronteras, saturación ni muestreo.","q_i y radio en m, H en fallos/s, gradiente en fallos/(s m); alpha debe convertirlo a m/s.","INCOMPLETE","def:cobertura; celdas de potencia; fórmula de derivación de forma sobre frontera, no demostrada.","En cambios de solape o de celda el gradiente clásico puede no existir; una actualización discreta grande produce descensos, como reconoce la observación posterior.","NONE","NONE","CANDIDATE","La identidad de ascenso vale en tramos suaves por regla de la cadena, pero la localidad de la integral y el tratamiento de no diferenciabilidad no están probados.","formal_audit_c","PAPER-FR-0141-pr:ascenso","Reubicación distribuida con mejora garantizada","monograph-candidate"
"paper/sec_topologia.tex","L25-L32","th:conmutada","teorema","Conmutación constante a trozos, pesos no negativos uniformemente acotados, arco activo con peso positivo mínimo, dwell time y conectividad conjunta dirigida repetida en ventanas temporales uniformes; varias de estas condiciones quedan implícitas.","Consenso continuo lineal sobre digrafos variables; alcanza consenso ponderado, no necesariamente promedio.","Estados de consenso según la variable; Laplaciano en s^-1 o ganancias declaradas y tiempos en s.","COMPLETE_WITH_GAPS","teoría de productos estocásticos/SIA; Laplacianos de cada modo; fuente externa citada.","Una única unión con árbol al inicio no garantiza consenso posterior; pesos que tienden a cero tampoco. La frase debe significar conectividad conjunta uniforme y persistente.","NONE","NONE","CANDIDATE","Es un resultado clásico plausible bajo condiciones uniformes, pero el enunciado y la prueba narrativa omiten pesos, repetición de ventanas y el hecho de que cada factor aislado no tiene por qué ser SIA.","formal_audit_c","PAPER-FR-0142-th:conmutada","Consenso bajo topología conmutada","monograph-candidate"
"paper/sec_topologia.tex","L65-L73","th:topologia-garantizada","teorema","QP factible, dinámica de grado relativo dos y HOCBF correctamente impuesta; falta exigir la condición auxiliar inicial de primer orden y especificar que el consenso use solo el árbol fijo.","Control de conectividad por aceleración para robots puntuales; no cubre retardo, saturación entre muestras ni dinámica de rueda.","h_con en m2, dot(h) en m2/s y la HOCBF requiere ganancias con unidades compatibles.","INVALID","eq:barrera-conectividad; pr:hocbf; árbol inicial T.","Dos robots parten con distancia exactamente R_com y velocidad relativa separándolos: h(t0)=0 pero dot(h)(t0)<0, por lo que violan h antes de que una aceleración finita pueda corregirla. También un algoritmo que use aristas extra sigue viendo un grafo variable.","NONE","NONE","REJECT","Para grado relativo dos, h>=0 no basta; se necesita pertenecer al conjunto HOCBF extendido. La conclusión de grafo fijo exige además restringir explícitamente la comunicación a T.","formal_audit_c","PAPER-FR-0143-th:topologia-garantizada","Topología garantizada","archive-only"
"paper/sec_topologia.tex","L93-L105","pr:compatibilidad","proposicion","Seguridad par a par, vecinos dentro de un disco de radio R_com y separados al menos d_min; la prueba supone sin razón que el empaquetamiento más permisivo está en una sola circunferencia.","Empaquetamiento planar de vecinos alrededor de un nodo; la condición anular para un par sí es correcta.","d_min y R_com están en m; el argumento del arco seno usa su razón adimensional y Delta es conteo.","INVALID","barreras de seguridad y conectividad; geometría de cuerdas.","Con R_com=1 y d_min=0.2, una rejilla cuadrada de paso 0.2 contiene 80 vecinos con radios entre 0.2 y 1, todos separados al menos 0.2; la fórmula da floor(pi/asin(0.1))=31.","NONE","NONE","REJECT","El empaquetamiento puede usar varias capas interiores, no solo la circunferencia exterior; por tanto la supuesta condición necesaria y toda cota derivada son falsas.","formal_audit_c","PAPER-FR-0144-pr:compatibilidad","Condición de compatibilidad y cota de grado","archive-only"
"paper/sec_topologia.tex","L123-L131","co:precio-conectividad","corolario","Necesitaría un QP convexo parametrizado, regularidad KKT, objetivo con unidad económica común, multiplicador único y una definición cuantitativa del valor de información.","Heurística de selección/reconfiguración de aristas; no es consecuencia lógica del mantenimiento de conectividad.","El multiplicador de una barrera hereda unidades del objetivo por unidad de restricción; no puede compararse con valor de información sin una escala.","ABSENT_AND_UNSUPPORTED","PAPER-FR-0143-th:topologia-garantizada; sensibilidad KKT; th:dwell no auditado en este bloque.","Un multiplicador alto puede corresponder a una arista puente sin alternativa factible; recablearla destruye conectividad aunque exceda cualquier valor local asignado.","NONE","NONE","REJECT","La interpretación como coste marginal exige condiciones que no se declaran y la regla de recableado es una recomendación, no un corolario demostrado.","formal_audit_c","PAPER-FR-0145-co:precio-conectividad","El precio de la conectividad","archive-only"
