key,entry_type,doi,url,query,top_result_url,http_status,s2_status,s2_http_status,source_title,source_authors,source_venue,source_volume,source_pages,source_years,title_similarity,author_match,year_match,venue_match,volume_match,pages_match,existence_verdict,bibliographic_verdict,checked_at_utc,notes
li2019largeAgentMapf,article,10.1609/aaai.v33i01.33017627,https://doi.org/10.1609/aaai.v33i01.33017627,https://api.crossref.org/works/10.1609%2Faaai.v33i01.33017627,https://doi.org/10.1609/aaai.v33i01.33017627,200,S2_VERIFIED,200,Multi-Agent Path Finding for Large Agents,li;surynek;felner;ma;kumar;koenig,Proceedings of the AAAI Conference on Artificial Intelligence,33,7627-7634,2019,1.0,True,True,True,True,True,VERIFIED,VERIFIED,2026-09-08T23:09:36+00:00,Crossref metadata matched.
li2022mapfLns2,article,10.1609/aaai.v36i9.21266,https://doi.org/10.1609/aaai.v36i9.21266,https://api.crossref.org/works/10.1609%2Faaai.v36i9.21266,https://doi.org/10.1609/aaai.v36i9.21266,200,S2_VERIFIED,200,MAPF-LNS2: Fast Repairing for Multi-Agent Path Finding via Large Neighborhood Search,li;chen;harabor;stuckey;koenig,Proceedings of the AAAI Conference on Artificial Intelligence,36,10256-10265,2022,1.0,True,True,True,True,True,VERIFIED,VERIFIED,2026-09-08T23:09:36+00:00,Crossref metadata matched.
luby1986MIS,article,10.1137/0215074,https://doi.org/10.1137/0215074,https://api.crossref.org/works/10.1137%2F0215074,https://doi.org/10.1137/0215074,200,S2_NOT_FOUND,200,A Simple Parallel Algorithm for the Maximal Independent Set Problem,luby,SIAM Journal on Computing,15,1036-1053,1986;2005;2006,1.0,True,True,True,True,True,VERIFIED,VERIFIED,2026-09-08T23:09:36+00:00,Crossref metadata matched.
mardenShamma2012LogLinear,article,10.1016/j.geb.2012.03.006,https://doi.org/10.1016/j.geb.2012.03.006,https://api.crossref.org/works/10.1016%2Fj.geb.2012.03.006,https://doi.org/10.1016/j.geb.2012.03.006,200,S2_VERIFIED,200,"Revisiting log-linear learning: Asynchrony, completeness and payoff-based implementation",marden;shamma,Games and Economic Behavior,75,788-808,2012,1.0,True,True,True,True,True,VERIFIED,VERIFIED,2026-09-08T23:09:36+00:00,Crossref metadata matched.
martinezPiazuelo2022Population,article,10.1109/TSMC.2022.3151042,https://doi.org/10.1109/TSMC.2022.3151042,https://api.crossref.org/works/10.1109%2FTSMC.2022.3151042,https://doi.org/10.1109/TSMC.2022.3151042,200,S2_VERIFIED,200,Discrete-Time Distributed Population Dynamics for Optimization and Control,martinez piazuelo;diaz garcia;quijano;giraldo,"IEEE Transactions on Systems, Man, and Cybernetics: Systems",52,7112-7122,2022,1.0,True,True,True,True,True,VERIFIED,VERIFIED,2026-09-08T23:09:36+00:00,Crossref metadata matched.
mayne2000mpc,article,10.1016/S0005-1098(99)00214-9,https://doi.org/10.1016/S0005-1098(99)00214-9,https://api.crossref.org/works/10.1016%2FS0005-1098%2899%2900214-9,https://doi.org/10.1016/S0005-1098(99)00214-9,200,S2_VERIFIED,200,Constrained model predictive control: Stability and optimality,mayne;rawlings;rao;scokaert,Automatica,36,789-814,2000;2002,1.0,True,True,True,True,True,VERIFIED,VERIFIED,2026-09-08T23:09:36+00:00,Crossref metadata matched.
mirInternalTransport,online,,https://mobile-industrial-robots.com/,https://mobile-industrial-robots.com/,https://mobile-industrial-robots.com/,200,NOT_APPLICABLE,,Mobile Industrial Robots - Automate your internal transportation,Mobile Industrial Robots,,,,,0.7475,True,True,True,True,True,VERIFIED,VERIFIED,2026-09-08T23:09:36+00:00,Página corporativa primaria; solo respalda la existencia y el uso declarado de AMR para transporte interno. Verificada por búsqueda web el 2026-09-08.
monderer1996potential,article,10.1006/game.1996.0044,https://doi.org/10.1006/game.1996.0044,https://api.crossref.org/works/10.1006%2Fgame.1996.0044,https://doi.org/10.1006/game.1996.0044,200,S2_VERIFIED,200,Potential Games,monderer;shapley,Games and Economic Behavior,14,124-143,1996;2002,1.0,True,True,True,True,True,VERIFIED,VERIFIED,2026-09-08T23:09:36+00:00,Crossref metadata matched.
naito2025tihdp,inproceedings,10.1109/SII59315.2025.10870944,https://doi.org/10.1109/SII59315.2025.10870944,https://api.crossref.org/works/10.1109%2FSII59315.2025.10870944,https://doi.org/10.1109/SII59315.2025.10870944,200,S2_VERIFIED,200,Task-priority Intermediated Hierarchical Distributed Policies: Reinforcement Learning of Adaptive Multi-robot Cooperative Transport,naito;jimbo;odashima;matsubara,2025 IEEE/SICE International Symposium on System Integration (SII),,1556-1562,2025,1.0,True,True,True,True,True,VERIFIED,VERIFIED,2026-09-08T23:09:36+00:00,Crossref metadata matched.
nakamura1989dynamics,article,10.1177/027836498900800204,https://doi.org/10.1177/027836498900800204,https://api.crossref.org/works/10.1177%2F027836498900800204,https://doi.org/10.1177/027836498900800204,200,S2_VERIFIED,200,Dynamics and Stability in Coordination of Multiple Robotic Mechanisms,nakamura;nagai;yoshikawa,The International Journal of Robotics Research,8,44-61,1989;2007,1.0,True,True,True,True,True,VERIFIED,VERIFIED,2026-09-08T23:09:36+00:00,Crossref metadata matched.
nanjanath2006dynamicAuctions,inproceedings,10.1109/ROBOT.2006.1642122,https://doi.org/10.1109/ROBOT.2006.1642122,https://api.crossref.org/works/10.1109%2FROBOT.2006.1642122,https://doi.org/10.1109/ROBOT.2006.1642122,200,S2_VERIFIED,200,Dynamic task allocation for robots via auctions,nanjanath;gini,"Proceedings 2006 IEEE International Conference on Robotics and Automation, 2006. ICRA 2006.",,,2006,1.0,True,True,True,True,True,VERIFIED,VERIFIED,2026-09-08T23:09:36+00:00,Crossref metadata matched.
nash1950equilibrium,article,10.1073/pnas.36.1.48,https://doi.org/10.1073/pnas.36.1.48,https://api.crossref.org/works/10.1073%2Fpnas.36.1.48,https://doi.org/10.1073/pnas.36.1.48,200,S2_VERIFIED,200,"Equilibrium points in
                    <i>n</i>
                    -person games",nash,Proceedings of the National Academy of Sciences,36,48-49,1950;2006;2011,0.9474,True,True,True,True,True,VERIFIED,VERIFIED,2026-09-08T23:09:36+00:00,Crossref metadata matched.
nav2StateEstimation2026,online,,https://docs.nav2.org/concepts/index.html#state-estimation,https://docs.nav2.org/rolling/getting_started/navigation_concepts/state_estimation/,https://docs.nav2.org/rolling/getting_started/navigation_concepts/state_estimation/,200,NOT_APPLICABLE,,State Estimation - Nav2 Docs,Open Navigation LLC / Nav2 maintainers,Nav2 official documentation,,,2026,0.5926,True,True,True,True,True,VERIFIED,VERIFIED,2026-09-08T23:09:36+00:00,Documentación oficial actual; confirma las transformaciones map--odom y odom--base_link. Verificada el 2026-09-08.
nedic2009distributedSubgradient,article,10.1109/TAC.2008.2009515,https://doi.org/10.1109/TAC.2008.2009515,https://api.crossref.org/works/10.1109%2FTAC.2008.2009515,https://doi.org/10.1109/TAC.2008.2009515,200,S2_VERIFIED,200,Distributed Subgradient Methods for Multi-Agent Optimization,nedic;ozdaglar,IEEE Transactions on Automatic Control,54,48-61,2009,1.0,True,True,True,True,True,VERIFIED,VERIFIED,2026-09-08T23:09:36+00:00,Crossref metadata matched.
nedic2010constrainedConsensus,article,10.1109/TAC.2010.2041686,https://doi.org/10.1109/TAC.2010.2041686,https://api.crossref.org/works/10.1109%2FTAC.2010.2041686,https://doi.org/10.1109/TAC.2010.2041686,200,S2_VERIFIED,200,Constrained Consensus and Optimization in Multi-Agent Networks,nedic;ozdaglar;parrilo,IEEE Transactions on Automatic Control,55,922-938,2010,1.0,True,True,True,True,True,VERIFIED,VERIFIED,2026-09-08T23:09:36+00:00,Crossref metadata matched.
olfatiSaber2004switchingConsensus,article,10.1109/TAC.2004.834113,https://doi.org/10.1109/TAC.2004.834113,https://api.crossref.org/works/10.1109%2FTAC.2004.834113,https://doi.org/10.1109/TAC.2004.834113,200,S2_VERIFIED,200,Consensus Problems in Networks of Agents With Switching Topology and Time-Delays,olfati saber;murray,IEEE Transactions on Automatic Control,49,1520-1533,2004,1.0,True,True,True,True,True,VERIFIED,VERIFIED,2026-09-08T23:09:36+00:00,Crossref metadata matched.
olson2011apriltag,inproceedings,10.1109/ICRA.2011.5979561,https://doi.org/10.1109/ICRA.2011.5979561,https://api.crossref.org/works/10.1109%2FICRA.2011.5979561,https://doi.org/10.1109/ICRA.2011.5979561,200,S2_VERIFIED,200,AprilTag: A robust and flexible visual fiducial system,olson,2011 IEEE International Conference on Robotics and Automation,,3400-3407,2011,1.0,True,True,True,True,True,VERIFIED,VERIFIED,2026-09-08T23:09:36+00:00,Crossref metadata matched.
ortega2002passivity,article,10.1016/S0005-1098(01)00278-3,https://doi.org/10.1016/S0005-1098(01)00278-3,https://api.crossref.org/works/10.1016%2FS0005-1098%2801%2900278-3,https://doi.org/10.1016/S0005-1098(01)00278-3,200,S2_VERIFIED,200,Interconnection and damping assignment passivity-based control of port-controlled Hamiltonian systems,ortega;van der schaft;maschke;escobar,Automatica,38,585-596,2002,1.0,True,True,True,True,True,VERIFIED,VERIFIED,2026-09-08T23:09:36+00:00,Crossref metadata matched.
parker1998alliance,article,10.1109/70.681242,https://doi.org/10.1109/70.681242,https://api.crossref.org/works/10.1109%2F70.681242,https://doi.org/10.1109/70.681242,200,S2_VERIFIED,200,ALLIANCE: an architecture for fault tolerant multirobot cooperation,parker,IEEE Transactions on Robotics and Automation,14,220-240,1998;2002,1.0,True,True,True,True,True,VERIFIED,VERIFIED,2026-09-08T23:09:36+00:00,Crossref metadata matched.
parkerTang2006ASyMTRe,article,10.1109/JPROC.2006.876933,https://doi.org/10.1109/JPROC.2006.876933,https://api.crossref.org/works/10.1109%2FJPROC.2006.876933,https://doi.org/10.1109/JPROC.2006.876933,200,S2_VERIFIED,200,Building Multirobot Coalitions Through Automated Task Solution Synthesis,parker;fang tang,Proceedings of the IEEE,94,1289-1305,2006,1.0,True,True,True,True,True,VERIFIED,VERIFIED,2026-09-08T23:09:36+00:00,Crossref metadata matched.
paul2023collective,inproceedings,10.1109/ICRA48891.2023.10161517,https://doi.org/10.1109/ICRA48891.2023.10161517,https://api.crossref.org/works/10.1109%2FICRA48891.2023.10161517,https://doi.org/10.1109/ICRA48891.2023.10161517,200,S2_VERIFIED,200,Efficient Planning of Multi-Robot Collective Transport using Graph Reinforcement Learning with Higher Order Topological Abstraction,paul;li;smyth;chen;gel;chowdhury,2023 IEEE International Conference on Robotics and Automation (ICRA),,5779-5785,2023,1.0,True,True,True,True,True,VERIFIED,VERIFIED,2026-09-08T23:09:36+00:00,Crossref metadata matched.
pereira2004caging,article,10.1177/0278364904045477,https://doi.org/10.1177/0278364904045477,https://api.crossref.org/works/10.1177%2F0278364904045477,https://doi.org/10.1177/0278364904045477,200,S2_VERIFIED,200,Decentralized Algorithms for Multi-Robot Manipulation via Caging,pereira;campos;kumar,The International Journal of Robotics Research,23,783-795,2004,1.0,True,True,True,True,True,VERIFIED,VERIFIED,2026-09-08T23:09:36+00:00,Crossref metadata matched.
petcuFaltings2005DPOP,inproceedings,,https://www.ijcai.org/Proceedings/05/Papers/0445.pdf,https://www.ijcai.org/Proceedings/05/Papers/0445.pdf,https://www.ijcai.org/Proceedings/05/Papers/0445.pdf,200,NOT_APPLICABLE,,A Scalable Method for Multiagent Constraint Optimization,Adrian Petcu; Boi Faltings,IJCAI 2005,,266-271,2005,1.0,True,True,True,True,True,VERIFIED,VERIFIED,2026-09-08T23:09:36+00:00,PDF primario de las actas IJCAI. Verificado el 2026-09-08.
phan2024cactus,inproceedings,,https://arxiv.org/abs/2401.05860,https://arxiv.org/abs/2401.05860,https://arxiv.org/abs/2401.05860,200,NOT_APPLICABLE,,Confidence-Based Curriculum Learning for Multi-Agent Path Finding,Thomy Phan; Joseph Driscoll; Justin Romberg; Sven Koenig,AAMAS 2024 / arXiv:2401.05860,,,2024,1.0,True,True,True,True,True,VERIFIED,VERIFIED,2026-09-08T23:09:36+00:00,Metadatos primarios de arXiv; la referencia declara AAMAS 2024. Verificada el 2026-09-08.
ponda2010dynamicCommunication,inproceedings,10.1109/ACC.2010.5531232,https://doi.org/10.1109/ACC.2010.5531232,https://api.crossref.org/works/10.1109%2FACC.2010.5531232,https://doi.org/10.1109/ACC.2010.5531232,200,S2_VERIFIED,200,Decentralized planning for complex missions with dynamic communication constraints,ponda;redding;han lim choi;how;vavrina;vian,Proceedings of the 2010 American Control Conference,,3998-4003,2010;2014,1.0,True,True,True,True,True,VERIFIED,VERIFIED,2026-09-08T23:09:36+00:00,Crossref metadata matched.
qiu2024payloadConsumption,online,,https://arxiv.org/abs/2412.10087,https://arxiv.org/abs/2412.10087,https://arxiv.org/abs/2412.10087,200,NOT_APPLICABLE,,Consensus-Based Dynamic Task Allocation for Multi-Robot System Considering Payloads Consumption,Xuekai Qiu; Pengming Zhu; Yiming Hu; Zhiwen Zeng; Huimin Lu,arXiv:2412.10087,,,2024,1.0,True,True,True,True,True,VERIFIED,VERIFIED,2026-09-08T23:09:36+00:00,Metadatos primarios de arXiv; se trata como preprint. Verificado el 2026-09-08.
quijano2017population,article,10.1109/MCS.2016.2621479,https://doi.org/10.1109/MCS.2016.2621479,https://api.crossref.org/works/10.1109%2FMCS.2016.2621479,https://www.iri.upc.edu/publications/show/1783,200,S2_VERIFIED,200,The Role of Population Games and Evolutionary Dynamics in Distributed Control Systems: The Advantages of Evolutionary Game Theory,Nicanor Quijano; Carlos Ocampo-Martinez; Julian Barreiro-Gomez; German Obando; Andres Pantoja; Eduardo Mojica-Nava,IEEE Control Systems Magazine,37,70-97,2017,1.0,True,True,True,True,True,VERIFIED,VERIFIED,2026-09-08T23:09:36+00:00,Registro institucional y PDF primario; Crossref omite la lista de autores. Verificado el 2026-09-08.
rantanen2018lossyAcbba,inproceedings,10.1109/SAM.2018.8448984,https://doi.org/10.1109/SAM.2018.8448984,https://api.crossref.org/works/10.1109%2FSAM.2018.8448984,https://doi.org/10.1109/SAM.2018.8448984,200,S2_VERIFIED,200,Performance of the Asynchronous Consensus Based Bundle Algorithm in Lossy Network Environments,rantanen;modares;mastronarde;ghanei;dantu,2018 IEEE 10th Sensor Array and Multichannel Signal Processing Workshop (SAM),,311-315,2018;2019,1.0,True,True,True,True,True,VERIFIED,VERIFIED,2026-09-08T23:09:36+00:00,Crossref metadata matched.
ren2004virtual,article,10.2514/1.9287,https://doi.org/10.2514/1.9287,https://api.crossref.org/works/10.2514%2F1.9287,https://doi.org/10.2514/1.9287,200,S2_VERIFIED,200,Decentralized Scheme for Spacecraft Formation Flying via the Virtual Structure Approach,ren;beard,"Journal of Guidance, Control, and Dynamics",27,73-82,2004;2008,0.9886,True,True,True,True,True,VERIFIED,VERIFIED,2026-09-08T23:09:36+00:00,Crossref metadata matched.
robotLocalization2026,online,,https://docs.ros.org/en/noetic/api/robot_localization/html/index.html,https://docs.ros.org/en/noetic/api/robot_localization/html/index.html,https://docs.ros.org/en/noetic/api/robot_localization/html/index.html,200,NOT_APPLICABLE,,robot_localization wiki - robot_localization documentation,ROS robot_localization maintainers,ROS official documentation,,,2026,0.75,True,True,True,True,True,VERIFIED,VERIFIED,2026-09-08T23:09:36+00:00,"Documentación oficial del paquete; confirma EKF/UKF y tipos de entrada, no su ajuste en esta tesis. Verificada el 2026-09-08."
rosenfelder2024force,article,10.1017/S0263574723001704,https://doi.org/10.1017/S0263574723001704,https://api.crossref.org/works/10.1017%2FS0263574723001704,https://doi.org/10.1017/S0263574723001704,200,S2_VERIFIED,200,Force-based organization and control scheme for the non-prehensile cooperative transportation of objects,rosenfelder;ebel;eberhard,Robotica,42,611-624,2023;2024,1.0,True,True,True,True,True,VERIFIED,VERIFIED,2026-09-08T23:09:36+00:00,Crossref metadata matched.
sandholm2010population,book,,,https://mitpress.mit.edu/9780262195874/population-games-and-evolutionary-dynamics/,https://mitpress.mit.edu/9780262195874/population-games-and-evolutionary-dynamics/,403,NOT_APPLICABLE,,Population Games and Evolutionary Dynamics,William H. Sandholm,MIT Press,,,2010,1.0,True,True,True,True,True,VERIFIED,VERIFIED,2026-09-08T23:09:36+00:00,"Ficha primaria de MIT Press, ISBN 9780262195874. Verificada el 2026-09-08."
sartoretti2019primal,article,10.1109/LRA.2019.2903261,https://doi.org/10.1109/LRA.2019.2903261,https://api.crossref.org/works/10.1109%2FLRA.2019.2903261,https://doi.org/10.1109/LRA.2019.2903261,200,S2_VERIFIED,200,PRIMAL: Pathfinding via Reinforcement and Imitation Multi-Agent Learning,sartoretti;kerr;shi;wagner;kumar;koenig;choset,IEEE Robotics and Automation Letters,4,2378-2385,2019,1.0,True,True,True,True,True,VERIFIED,VERIFIED,2026-09-08T23:09:36+00:00,Crossref metadata matched.
shan2024collectiveTransport,article,10.1016/j.robot.2024.104722,https://doi.org/10.1016/j.robot.2024.104722,https://api.crossref.org/works/10.1016%2Fj.robot.2024.104722,https://doi.org/10.1016/j.robot.2024.104722,200,S2_VERIFIED,200,A distributed multi-robot task allocation method for time-constrained dynamic collective transport,shan;jin;jurt;li,Robotics and Autonomous Systems,178,104722,2024,1.0,True,True,True,True,True,VERIFIED,VERIFIED,2026-09-08T23:09:36+00:00,Crossref metadata matched.
sharon2015cbs,article,10.1016/j.artint.2014.11.006,https://doi.org/10.1016/j.artint.2014.11.006,https://api.crossref.org/works/10.1016%2Fj.artint.2014.11.006,https://doi.org/10.1016/j.artint.2014.11.006,200,S2_VERIFIED,200,Conflict-based search for optimal multi-agent pathfinding,sharon;stern;felner;sturtevant,Artificial Intelligence,219,40-66,2014;2015,1.0,True,True,True,True,True,VERIFIED,VERIFIED,2026-09-08T23:09:36+00:00,Crossref metadata matched.
shehoryKraus1998Coalition,article,10.1016/S0004-3702(98)00045-9,https://doi.org/10.1016/S0004-3702(98)00045-9,https://api.crossref.org/works/10.1016%2FS0004-3702%2898%2900045-9,https://doi.org/10.1016/S0004-3702(98)00045-9,200,S2_VERIFIED,200,Methods for task allocation via agent coalition formation,shehory;kraus,Artificial Intelligence,101,165-200,1998;2002,1.0,True,True,True,True,True,VERIFIED,VERIFIED,2026-09-08T23:09:36+00:00,Crossref metadata matched.
shibata2023event,article,10.1016/j.robot.2022.104307,https://doi.org/10.1016/j.robot.2022.104307,https://api.crossref.org/works/10.1016%2Fj.robot.2022.104307,https://doi.org/10.1016/j.robot.2022.104307,200,S2_VERIFIED,200,Deep reinforcement learning of event-triggered communication and consensus-based control for distributed cooperative transport,shibata;jimbo;matsubara,Robotics and Autonomous Systems,159,104307,2022;2023,1.0,True,True,True,True,True,VERIFIED,VERIFIED,2026-09-08T23:09:36+00:00,Crossref metadata matched.
shibata2023localGlobal,article,10.1016/j.ifacol.2023.10.431,https://doi.org/10.1016/j.ifacol.2023.10.431,https://api.crossref.org/works/10.1016%2Fj.ifacol.2023.10.431,https://doi.org/10.1016/j.ifacol.2023.10.431,200,S2_NOT_FOUND,200,"Learning Locally, Communicating Globally: Reinforcement Learning of Multi-robot Task Allocation for Cooperative Transport",shibata;jimbo;odashima;takeshita;matsubara,IFAC-PapersOnLine,56,11436-11443,2023,1.0,True,True,True,True,True,VERIFIED,VERIFIED,2026-09-08T23:09:36+00:00,Crossref metadata matched.
shida2025infeasibleTasks,inproceedings,10.1109/SII59315.2025.10870902,https://doi.org/10.1109/SII59315.2025.10870902,https://api.crossref.org/works/10.1109%2FSII59315.2025.10870902,https://doi.org/10.1109/SII59315.2025.10870902,200,S2_VERIFIED,200,Reinforcement Learning of Multi-robot Task Allocation for Multi-object Transportation with Infeasible Tasks,shida;jimbo;odashima;matsubara,2025 IEEE/SICE International Symposium on System Integration (SII),,1548-1555,2025,1.0,True,True,True,True,True,VERIFIED,VERIFIED,2026-09-08T23:09:36+00:00,Crossref metadata matched.
silver2005cooperativePathfinding,article,10.1609/aiide.v1i1.18726,https://doi.org/10.1609/aiide.v1i1.18726,https://api.crossref.org/works/10.1609%2Faiide.v1i1.18726,https://doi.org/10.1609/aiide.v1i1.18726,200,S2_VERIFIED,200,Cooperative Pathfinding,silver,Proceedings of the AAAI Conference on Artificial Intelligence and Interactive Digital Entertainment,1,117-122,2005;2022,1.0,True,True,True,True,True,VERIFIED,VERIFIED,2026-09-08T23:09:36+00:00,Crossref metadata matched.
song2002potential,inproceedings,10.1109/ROBOT.2002.1014709,https://doi.org/10.1109/ROBOT.2002.1014709,https://api.crossref.org/works/10.1109%2FROBOT.2002.1014709,https://doi.org/10.1109/ROBOT.2002.1014709,200,S2_VERIFIED,200,A potential field based approach to multi-robot manipulation,peng song;kumar,Proceedings 2002 IEEE International Conference on Robotics and Automation (Cat. No.02CH37292),2,1217-1222,2003,1.0,True,True,True,True,True,VERIFIED,VERIFIED,2026-09-08T23:09:36+00:00,Crossref metadata matched.
tang2025railgun,inproceedings,10.1609/socs.v18i1.36015,https://ojs.aaai.org/index.php/SOCS/article/view/36015,https://api.crossref.org/works/10.1609%2Fsocs.v18i1.36015,https://ojs.aaai.org/index.php/SOCS/article/view/36015,200,S2_NOT_FOUND,200,RAILGUN: A Unified Convolutional Policy for Multi-Agent Path Finding Across Different Environments and Tasks,Yimin Tang; Xiao Xiong; Jingyi Xi; Jiaoyang Li; Erdem Biyik; Sven Koenig,Proceedings of the International Symposium on Combinatorial Search,18,273-274,2025,1.0,True,True,True,True,True,VERIFIED,VERIFIED,2026-09-08T23:09:36+00:00,Metadatos primarios AAAI; se normalizó el apellido turco Bıyık para la comparación. Verificado el 2026-09-08.
tsitsiklis1986asynchronousOptimization,article,10.1109/TAC.1986.1104412,https://doi.org/10.1109/TAC.1986.1104412,https://api.crossref.org/works/10.1109%2FTAC.1986.1104412,https://doi.org/10.1109/TAC.1986.1104412,200,S2_NOT_FOUND,200,Distributed asynchronous deterministic and stochastic gradient optimization algorithms,tsitsiklis;bertsekas;athans,IEEE Transactions on Automatic Control,31,803-812,1986;2004,1.0,True,True,True,True,True,VERIFIED,VERIFIED,2026-09-08T23:09:36+00:00,Crossref metadata matched.
uribe2021dualDistributed,article,10.1080/10556788.2020.1750013,https://doi.org/10.1080/10556788.2020.1750013,https://api.crossref.org/works/10.1080%2F10556788.2020.1750013,https://doi.org/10.1080/10556788.2020.1750013,200,S2_NOT_FOUND,200,A dual approach for optimal algorithms in distributed optimization over networks,uribe;lee;gasnikov;nedic,Optimization Methods and Software,36,171-210,2020;2021,1.0,True,True,True,True,True,VERIFIED,VERIFIED,2026-09-08T23:09:36+00:00,Crossref metadata matched.
vandenberg2008rvo,inproceedings,10.1109/ROBOT.2008.4543489,https://doi.org/10.1109/ROBOT.2008.4543489,https://api.crossref.org/works/10.1109%2FROBOT.2008.4543489,https://doi.org/10.1109/ROBOT.2008.4543489,200,S2_VERIFIED,200,Reciprocal Velocity Obstacles for real-time multi-agent navigation,van den berg;ming lin;manocha,2008 IEEE International Conference on Robotics and Automation,,1928-1935,2008,1.0,True,True,True,True,True,VERIFIED,VERIFIED,2026-09-08T23:09:36+00:00,Crossref metadata matched.
vandenberg2011orca,incollection,10.1007/978-3-642-19457-3_1,https://doi.org/10.1007/978-3-642-19457-3_1,https://api.crossref.org/works/10.1007%2F978-3-642-19457-3_1,https://link.springer.com/book/10.1007/978-3-642-19457-3,200,S2_VERIFIED,200,Reciprocal n-Body Collision Avoidance,Jur van den Berg; Stephen J. Guy; Ming Lin; Dinesh Manocha,Robotics Research,,3-19,2011,1.0,True,True,True,True,True,VERIFIED,VERIFIED,2026-09-08T23:09:36+00:00,Tabla de contenidos primaria de Springer; Crossref devuelve la serie como contenedor en lugar del título del libro. Verificado el 2026-09-08.
vanderschaf2017passivity,book,10.1007/978-3-319-49992-5,https://doi.org/10.1007/978-3-319-49992-5,https://api.crossref.org/works/10.1007%2F978-3-319-49992-5,https://link.springer.com/book/10.1007/978-3-319-49992-5,200,S2_NOT_FOUND,200,L2-Gain and Passivity Techniques in Nonlinear Control,Arjan van der Schaft,Springer Cham,,,2017,1.0,True,True,True,True,True,VERIFIED,VERIFIED,2026-09-08T23:09:36+00:00,Ficha primaria de Springer para la tercera edición; el eBook apareció en diciembre de 2016 y el copyright es 2017. Verificado el 2026-09-08.
vigAdams2006Coalition,article,10.1109/TRO.2006.878948,https://doi.org/10.1109/TRO.2006.878948,https://api.crossref.org/works/10.1109%2FTRO.2006.878948,https://doi.org/10.1109/TRO.2006.878948,200,S2_VERIFIED,200,Multi-robot coalition formation,vig;adams,IEEE Transactions on Robotics,22,637-649,2006,1.0,True,True,True,True,True,VERIFIED,VERIFIED,2026-09-08T23:09:36+00:00,Crossref metadata matched.
wang2017barrier,article,10.1109/TRO.2017.2659727,https://doi.org/10.1109/TRO.2017.2659727,https://api.crossref.org/works/10.1109%2FTRO.2017.2659727,https://doi.org/10.1109/TRO.2017.2659727,200,S2_VERIFIED,200,Safety Barrier Certificates for Collisions-Free Multirobot Systems,wang;ames;egerstedt,IEEE Transactions on Robotics,33,661-674,2017,1.0,True,True,True,True,True,VERIFIED,VERIFIED,2026-09-08T23:09:36+00:00,Crossref metadata matched.
weed2018entropic,inproceedings,,https://proceedings.mlr.press/v75/weed18a.html,https://proceedings.mlr.press/v75/weed18a.html,https://proceedings.mlr.press/v75/weed18a.html,200,NOT_APPLICABLE,,An explicit analysis of the entropic penalty in linear programming,Jonathan Weed,Proceedings of Machine Learning Research,75,1841-1855,2018,1.0,True,True,True,True,True,VERIFIED,VERIFIED,2026-09-08T23:09:36+00:00,Registro y BibTeX primarios de PMLR. Verificado el 2026-09-08.
wurman2008coordinating,article,10.1609/aimag.v29i1.2082,https://doi.org/10.1609/aimag.v29i1.2082,https://api.crossref.org/works/10.1609%2Faimag.v29i1.2082,https://ojs.aaai.org/aimagazine/index.php/aimagazine/article/view/2082,404,S2_VERIFIED,200,"Coordinating Hundreds of Cooperative, Autonomous Vehicles in Warehouses",Peter R. Wurman; Raffaello D'Andrea; Mick Mountz,AI Magazine,29,9,2008,1.0,True,True,True,True,True,VERIFIED,VERIFIED,2026-09-08T23:09:36+00:00,Metadatos primarios de AAAI; Crossref no indexa el DOI 10.1609/aimag.v29i1.2082. Verificado el 2026-09-08.
yi2019operatorGNE,article,10.1016/j.automatica.2019.01.008,https://doi.org/10.1016/j.automatica.2019.01.008,https://api.crossref.org/works/10.1016%2Fj.automatica.2019.01.008,https://doi.org/10.1016/j.automatica.2019.01.008,200,S2_VERIFIED,200,An operator splitting approach for distributed generalized Nash equilibria computation,yi;pavel,Automatica,102,111-121,2019,1.0,True,True,True,True,True,VERIFIED,VERIFIED,2026-09-08T23:09:36+00:00,Crossref metadata matched.
yoshikawa1993coordinated,article,10.1177/027836499301200302,https://doi.org/10.1177/027836499301200302,https://api.crossref.org/works/10.1177%2F027836499301200302,https://doi.org/10.1177/027836499301200302,200,S2_VERIFIED,200,Coordinated Dynamic Hybrid Position/Force Control for Multiple Robot Manipulators Handling One Constrained Object,yoshikawa;zheng,The International Journal of Robotics Research,12,219-230,1993;2007,1.0,True,True,True,True,True,VERIFIED,VERIFIED,2026-09-08T23:09:36+00:00,Crossref metadata matched.
yu2023graphTransformer,inproceedings,10.1109/ICRA48891.2023.10161018,https://doi.org/10.1109/ICRA48891.2023.10161018,https://api.crossref.org/works/10.1109%2FICRA48891.2023.10161018,https://doi.org/10.1109/ICRA48891.2023.10161018,200,S2_VERIFIED,200,Accelerating Multi-Agent Planning Using Graph Transformers with Bounded Suboptimality,yu;li;gao;prorok,2023 IEEE International Conference on Robotics and Automation (ICRA),,3432-3439,2023,1.0,True,True,True,True,True,VERIFIED,VERIFIED,2026-09-08T23:09:36+00:00,Crossref metadata matched.
