paragraph_id,chapter,section,path,line_start,line_end,words,sentences,text,normalized_sha256,query_fragment,sample_rank,sampled,exact_query,unquoted_query,search_status
pre-thesis/sections/source-snapshot/mainmatter/05-theoretical-framework.tex:235:p031,5. Marco teórico,"Seguridad, fallos y red imperfecta",pre-thesis/sections/source-snapshot/mainmatter/05-theoretical-framework.tex,235,235,86,5,"El retardo, la pérdida y la topología modifican las copias usadas para evaluar pagos y reservas. El gossip aleatorio caracteriza el coste de mezclar promedios ; el consenso con enlaces imperfectos depende del modelo estadístico y de la conectividad . La proyección sobre conjuntos convexos locales permite imponer restricciones durante el consenso bajo el modelo de grafo variable de ; ese resultado no modela ruido de canal. ACBBA aporta evidencia específica bajo pérdida de mensajes . Las decisiones enteras y la planta móvil quedan fuera de esos resultados de consenso.",d62b028c6df1464adb16413acda7779362caf4c0a5501e3a3686e4493f204c72,proyección sobre conjuntos convexos locales permite imponer restricciones durante el consenso bajo,5473b514d3078657b50d0151a76a838fe6ebc8003cf6b9326d0a0a18c7c4cf15,True,"""proyección sobre conjuntos convexos locales permite imponer restricciones durante el consenso bajo""",proyección sobre conjuntos convexos locales permite imponer restricciones durante el consenso bajo,ORIGINAL
pre-thesis/sections/source-snapshot/mainmatter/05-theoretical-framework.tex:237:p032,5. Marco teórico,"Seguridad, fallos y red imperfecta",pre-thesis/sections/source-snapshot/mainmatter/05-theoretical-framework.tex,237,237,89,4,"Con copias vecinales, el equilibrio se define respecto de la información visible y puede conservar un conflicto remoto. Bajo pérdidas independientes, la retransmisión periódica aumenta la probabilidad de recibir un estado congelado y consume más mensajes; la activación por evento reduce ese tráfico, pero una copia ausente puede permanecer sin actualizar. La campaña histórica E8, conservada en la monografía y no usada como evidencia VIU activa, relaciona conectividad y edad de copia con calidad operacional y carga comunicativa. La consistencia global exige observar las interacciones que afectan el pago.",bce201b03ee6ce1bcc39444645796194972dd7be0b6f45402bd56c8c0e9644d6,una copia ausente puede permanecer sin actualizar La campaña histórica E8 conservada,5a86ea48fd18eb6ff60eeaf72fc5803f34036d60116d591396c36595abad24c2,True,"""una copia ausente puede permanecer sin actualizar La campaña histórica E8 conservada""",una copia ausente puede permanecer sin actualizar La campaña histórica E8 conservada,ORIGINAL
pre-thesis/sections/source-snapshot/mainmatter/05-theoretical-framework.tex:357:p035,5. Marco teórico,Brecha de investigación,pre-thesis/sections/source-snapshot/mainmatter/05-theoretical-framework.tex,357,360,42,2,"La Figura organiza además el corpus por arquitectura de información y explicitud del mecanismo; no representa calidad, impacto ni rendimiento. Las políticas aprendidas cubren MAPF descentralizado y transporte con capas locales y globales ; esta clasificación describe arquitectura y alcance, no calidad experimental.",4f5dce26bd216bacbb8c8ff26c6d7f087b992b54dd9d2f8c6860941cd83b9257,no representa calidad impacto ni rendimiento Las políticas aprendidas cubren MAPF descentralizado,2de6aeff95b9ba0291646543f6ddafd16631fec45793c1a0be33420fd3903ac7,True,"""no representa calidad impacto ni rendimiento Las políticas aprendidas cubren MAPF descentralizado""",no representa calidad impacto ni rendimiento Las políticas aprendidas cubren MAPF descentralizado,ORIGINAL
pre-thesis/sections/source-snapshot/mainmatter/05-theoretical-framework.tex:467:p036,5. Marco teórico,Brecha de investigación,pre-thesis/sections/source-snapshot/mainmatter/05-theoretical-framework.tex,467,467,54,2,El corpus auditado deja abierta una interfaz concreta: MRTA entrega una composición nominal y el control cooperativo suele recibir un equipo físico ya fijado. Dentro del conjunto verificado faltan entre ambos un certificado mecánico consumible y una regla que reabra la decisión tras un fallo; esta observación se restringe al protocolo de búsqueda documentado.,14aea3a23881f5d3b7814e2304e520196063a8954e0f757eac3384905ffc2daf,suele recibir un equipo físico ya fijado Dentro del conjunto verificado faltan,3d27eeb5a87050c3aa82b5bffee75525612e5e13a6d40376d2b947b02b332902,True,"""suele recibir un equipo físico ya fijado Dentro del conjunto verificado faltan""",suele recibir un equipo físico ya fijado Dentro del conjunto verificado faltan,ORIGINAL
pre-thesis/sections/source-snapshot/mainmatter/05-theoretical-framework.tex:469:p037,5. Marco teórico,Brecha de investigación,pre-thesis/sections/source-snapshot/mainmatter/05-theoretical-framework.tex,469,469,55,3,"La arquitectura propuesta conecta esos contratos mediante juegos locales con supuestos propios. SP1--SP3 los evalúan por separado y Cargo reúne sus funciones con reglas simplificadas, líder por carga y registro global. La composición acredita compatibilidad funcional, mientras cada garantía permanece en el componente donde se demostró; extenderla al sistema híbrido exigiría una prueba adicional.",94558e9692f3420186cb80029eba4f07127dc337dca293e1fe97911de5cdfecc,propuesta conecta esos contratos mediante juegos locales con supuestos propios SP1 SP3,0291423405be66d0e6eb31869ed16c7eaad68c01bfbcea3bf1e9c2701692bc26,True,"""propuesta conecta esos contratos mediante juegos locales con supuestos propios SP1 SP3""",propuesta conecta esos contratos mediante juegos locales con supuestos propios SP1 SP3,ORIGINAL
pre-thesis/sections/thesis-results.tex:15:p002,6. Resultados y análisis,SP1: formación distribuida de coaliciones,pre-thesis/sections/thesis-results.tex,15,15,46,3,SP1 decide la composición y los contactos antes de autorizar el movimiento de una carga. La primera etapa retenida comprueba capacidad heterogénea; la segunda sustituye la suma escalar por factibilidad de wrench. Ambas etapas delimitan lo que la capa estratégica puede certificar sin atribuirle estabilidad mecánica.,ae974c7c11566098ea238cb78addd8cefb64318e25f589a60517ddc6731bd6d9,primera etapa retenida comprueba capacidad heterogénea la segunda sustituye la suma escalar,05efbe618f7ba2625da211e4cc8bf7ae343a20fc428b44cbea3626c33d93d21c,True,"""primera etapa retenida comprueba capacidad heterogénea la segunda sustituye la suma escalar""",primera etapa retenida comprueba capacidad heterogénea la segunda sustituye la suma escalar,ORIGINAL
pre-thesis/sections/thesis-results.tex:38:p005,6. Resultados y análisis,SP1: formación distribuida de coaliciones,pre-thesis/sections/thesis-results.tex,38,41,102,5,"En un perfil exacto, salir crea déficit, entrar desde el estado libre crea exceso y trasladarse crea déficit y exceso; el posible ahorro de coste es menor que la penalización, luego ninguna desviación es rentable. Cada cambio aceptado aumenta estrictamente y no puede repetir uno de los perfiles. La justicia activa finalmente una mejora disponible y la maximalidad impide detenerse antes de un Nash; sobre el conjunto exacto, maximizar equivale a minimizar . La cota cuenta cambios estratégicos aceptados, no segundos ni rondas globales. Tampoco se transfiere a Smith muestreado, al cierre QR bajo escasez, a comunicación imperfecta o a la planta mecánica.",50d6865a08007948cfe233f391c508333ffd582d19e1476acb7abf37415a5db3,cuenta cambios estratégicos aceptados no segundos ni rondas globales Tampoco se transfiere,40e3cd8a7319e82c20a4a7444bf514d86c25ad2f01c193cca5381f29b7b36279,True,"""cuenta cambios estratégicos aceptados no segundos ni rondas globales Tampoco se transfiere""",cuenta cambios estratégicos aceptados no segundos ni rondas globales Tampoco se transfiere,ORIGINAL
pre-thesis/sections/thesis-results.tex:101:p011,6. Resultados y análisis,Síntesis transversal,pre-thesis/sections/thesis-results.tex,101,112,161,8,"límite informacional transversal bajo partición demostrado para algoritmos deterministas basados en historial local. [Límite informacional bajo partición] Sea una clase de juegos que contiene dos instancias con el mismo historial observable para una componente conectada , pero con proyecciones disjuntas sobre de sus conjuntos de óptimos globales. Ningún algoritmo determinista cuyo estado y salida en dependan solo de ese historial puede devolver un óptimo global en ambas instancias. Si el predicado ``existe interacción remota'' difiere entre e , tampoco puede detectarlo correctamente en ambas. La indistinguibilidad obliga al algoritmo a producir la misma salida local en ambas instancias. Si fuese globalmente óptima en las dos, pertenecería a la intersección de las proyecciones de sus óptimos, que es vacía. Para el predicado remoto, la salida binaria también debe coincidir mientras los valores verdaderos difieren. El resultado exige ese par indistinguible: no excluye optimalidad en una familia singleton, cuando la interacción remota es nula o conocida, ni cuando ambas instancias comparten una acción local óptima.",eac64f62473542f626b372dbeb8ee6c3f44f580c6f4bb14f0a262c4006680df3,límite informacional transversal bajo partición demostrado para algoritmos deterministas basados en historial,17251d00349f71b0da978c0d030dc8295c6f1168d147cad0380e9e62a29286ce,True,"""límite informacional transversal bajo partición demostrado para algoritmos deterministas basados en historial""",límite informacional transversal bajo partición demostrado para algoritmos deterministas basados en historial,ORIGINAL
pre-thesis/sections/results-interface.tex:52:p002,Otro,Interfaz y protocolo transversal,pre-thesis/sections/results-interface.tex,52,52,45,2,"Un término falso produce abstención, espera o recuperación; no se repara el dato para convertirlo en éxito. La estabilidad local de SP2 se enuncia solo para contactos bilaterales fijos y realización exacta del wrench; el banco físico mide precisamente cuándo esa hipótesis deja de sostenerse.",a5d4128f2cc023e70f64fe5314759594ef083937bf1cf23aef053c312c02d861,término falso produce abstención espera o recuperación no se repara el dato,16fbb83ea41a29a08ca55b639b7b1aa02184bc560b1c353eefab0fce191a3298,True,"""término falso produce abstención espera o recuperación no se repara el dato""",término falso produce abstención espera o recuperación no se repara el dato,ORIGINAL
pre-thesis/sections/results-interface.tex:57:p003,Otro,Unidad experimental y comparación,pre-thesis/sections/results-interface.tex,57,57,44,3,"Una unidad experimental es un mundo, una semilla y una configuración congelada. Los métodos reciben el mismo mundo; cuando un oráculo usa información global, se presenta como techo y no como par arquitectónicamente equivalente. La Tabla fija las operaciones comunes a las tres campañas.",a9e57540ba6300cb36c64107378e26e63674dab19abc2fb189cc4acd2976e56f,par arquitectónicamente equivalente La Tabla fija las operaciones comunes a las tres,17b16a09465720a68c5e078cebfde85ac02d7d3411accf0f9ae05ac3e99e2d27,True,"""par arquitectónicamente equivalente La Tabla fija las operaciones comunes a las tres""",par arquitectónicamente equivalente La Tabla fija las operaciones comunes a las tres,ORIGINAL
pre-thesis/sections/results-interface.tex:133:p006,Otro,Contrato de evidencia,pre-thesis/sections/results-interface.tex,133,133,43,2,Las cifras del capítulo se insertan desde macros generadas y las pruebas completas remiten a los anexos activos. Los resultados negativos se conservan porque delimitan el mecanismo; los artefactos incompletos permanecen en la monografía o en el archivo de procedencia sin sostener conclusiones.,525d766ec29eb1204601ba3271f619b33a6306ada88b889ba944649cbd4460e0,insertan desde macros generadas y las pruebas completas remiten a los anexos,259153f9b8bcbd4efede5161d60036a2612bb077f5c8adabddab67e0c2d27cfc,True,"""insertan desde macros generadas y las pruebas completas remiten a los anexos""",insertan desde macros generadas y las pruebas completas remiten a los anexos,ORIGINAL
pre-thesis/sections/source-snapshot/mainmatter/06-results-and-analysis/sp2.tex:66:p003,6. Resultados y análisis,Índice operacional de servicio,pre-thesis/sections/source-snapshot/mainmatter/06-results-and-analysis/sp2.tex,66,66,40,3,"El factor representa disponibilidad y expresa servicio normalizado, no masa. La elección fija la escala, mientras penaliza el desplazamiento inicial sin modificar la carga útil nominal. Los experimentos suponen compatibilidad unitaria y omiten restricciones independientes de soporte y balance energético.",06cee47d8ea1b4fdd381daaa3b068568a4d1488ab5ee66f918452940f3e78529,suponen compatibilidad unitaria y omiten restricciones independientes de soporte y balance energético,1a871ce211e380467bdb44908849c54ea1044087dda63ff0d605827420756683,True,"""suponen compatibilidad unitaria y omiten restricciones independientes de soporte y balance energético""",suponen compatibilidad unitaria y omiten restricciones independientes de soporte y balance energético,ORIGINAL
pre-thesis/sections/source-snapshot/mainmatter/06-results-and-analysis/sp2.tex:155:p009,6. Resultados y análisis,Juego de capacidad y alineación marginal,pre-thesis/sections/source-snapshot/mainmatter/06-results-and-analysis/sp2.tex,155,157,21,1,"[Alineación marginal del servicio operacional] En una región donde , con , , y fijos, el campo marginal de es el gradiente del potencial",9da73a5261aa7b2d86ef9718109e8f0eb96ce4588b514d707d7be6cd6947724c,Alineación marginal del servicio operacional En una región donde con y fijos,3301cb03fd044be047da1e647709fcad8b454b5df51029af7e19b7ee2bc2fd20,True,"""Alineación marginal del servicio operacional En una región donde con y fijos""",Alineación marginal del servicio operacional En una región donde con y fijos,ORIGINAL
pre-thesis/sections/source-snapshot/mainmatter/06-results-and-analysis/sp2.tex:164:p010,6. Resultados y análisis,Juego de capacidad y alineación marginal,pre-thesis/sections/source-snapshot/mainmatter/06-results-and-analysis/sp2.tex,164,166,28,2,"El campo plano no es, en general, integrable como potencial exacto cuando existen con . La identidad se establece para preferencias continuas, parámetros fijos y una región no saturada.",9d805fdf62d949749bfcb01c693ac73462df43ad3a559e9b0b8b60edba31a24a,campo plano no es en general integrable como potencial exacto cuando existen,1e66162a91dfd7ac0ddc5b372cf769985d1dee3c5823654156490d8020bf1422,True,"""campo plano no es en general integrable como potencial exacto cuando existen""",campo plano no es en general integrable como potencial exacto cuando existen,ORIGINAL
pre-thesis/sections/source-snapshot/mainmatter/06-results-and-analysis/sp2.tex:193:p014,6. Resultados y análisis,Regulación del déficit de capacidad,pre-thesis/sections/source-snapshot/mainmatter/06-results-and-analysis/sp2.tex,193,193,32,3,"En la realimentación de , puede ser Smith, BNN, replicator o gradiente proyectado. La Proposición establece la identidad para agregados exactos y fija. El cierre entero y la estabilidad muestreada requieren resultados adicionales.",7cf219867368263357c424e4ce8b8b3ee0caae668410971d6c900d24abb7525c,ser Smith BNN replicator o gradiente proyectado La Proposición establece la identidad,11d37a9ba9fdab0bc2fe658cbc75a87dccd6e5ffa0977ee8a84ec21b30f145cb,True,"""ser Smith BNN replicator o gradiente proyectado La Proposición establece la identidad""",ser Smith BNN replicator o gradiente proyectado La Proposición establece la identidad,ORIGINAL
pre-thesis/sections/source-snapshot/mainmatter/06-results-and-analysis/sp2.tex:195:p015,6. Resultados y análisis,Regulación del déficit de capacidad,pre-thesis/sections/source-snapshot/mainmatter/06-results-and-analysis/sp2.tex,195,195,37,2,"La campaña ejecutó una ordenación secuencial con en casi todas las reglas y mantuvo fijas las posiciones, la batería y . Este contraste aísla la puntuación; la ley continua y el observador vecinal no forman parte del estimando.",4ac4fd821d8a191d2ec8fc54e6785aaf2aea6d3df9c944d187025fe775cbfaa5,mantuvo fijas las posiciones la batería y Este contraste aísla la puntuación,48c2f4d5ad4ee847592bbdd4462396247957a47c292b8a3e2bc87691ced7a468,True,"""mantuvo fijas las posiciones la batería y Este contraste aísla la puntuación""",mantuvo fijas las posiciones la batería y Este contraste aísla la puntuación,ORIGINAL
pre-thesis/sections/source-snapshot/mainmatter/06-results-and-analysis/sp2.tex:198:p016,6. Resultados y análisis,Diseño experimental,pre-thesis/sections/source-snapshot/mainmatter/06-results-and-analysis/sp2.tex,198,198,45,3,"Las semillas -- producen mundos pareados por método y observaciones método--mundo. El endpoint principal es la completitud; la Tabla resume los escenarios, las métricas auxiliares y la inferencia. La ablación plano--marginal reutiliza los mundos para cuatro reglas y las dos referencias, con comprobaciones válidas.",ae51a8b7c960cc720f1ef575ee95ae43f2c9b1985d30013eab23d0e3e8711974,escenarios las métricas auxiliares y la inferencia La ablación plano marginal reutiliza,461a71d8d10faba81c8838359a206137426ca39ba8d058a0a17818c6642dcaa2,True,"""escenarios las métricas auxiliares y la inferencia La ablación plano marginal reutiliza""",escenarios las métricas auxiliares y la inferencia La ablación plano marginal reutiliza,ORIGINAL
pre-thesis/sections/source-snapshot/mainmatter/06-results-and-analysis/sp2.tex:243:p021,6. Resultados y análisis,Resultados,pre-thesis/sections/source-snapshot/mainmatter/06-results-and-analysis/sp2.tex,243,243,46,2,"Para la variante primal--dual ejecutada, la diferencia media de completitud frente al voraz fue (IC del 95\,% , ). Sus selecciones dispersaron capacidad entre cargas sin reflejar la prioridad todo-o-nada; esta observación describe la parametrización ensayada, mientras la corrección marginal sí mejoró la regla secuencial.",230377e904f6ea71f96ce96456ce45dc1f6d0da95d94815b95cb35419108019f,fue IC del 95 Sus selecciones dispersaron capacidad entre cargas sin reflejar,1417b78e0d01f3533a5d7e7f762cbb2a617c98716514bf340f32f0e8c8aefd1d,True,"""fue IC del 95 Sus selecciones dispersaron capacidad entre cargas sin reflejar""",fue IC del 95 Sus selecciones dispersaron capacidad entre cargas sin reflejar,ORIGINAL
pre-thesis/sections/source-snapshot/mainmatter/06-results-and-analysis/sp2.tex:249:p023,6. Resultados y análisis,Síntesis,pre-thesis/sections/source-snapshot/mainmatter/06-results-and-analysis/sp2.tex,249,249,61,3,"La heterogeneidad rompe la equivalencia entre cardinalidad y cobertura, y el objetivo agregado puede repartir capacidad sin completar cargas. Con fija, el factor alinea el campo con el gradiente de ; en la ablación también concentró mejor el servicio. Entre los métodos aproximados, la red neuronal obtuvo la menor brecha y la variante primal--dual quedó por debajo del voraz en completitud.",1e31219c08bf212ce9155fe0dd4ce7d17e474a75b483763cc158a9d9ac5cd736,agregado puede repartir capacidad sin completar cargas Con fija el factor alinea,2a90b0ca5b3891b7b5b669a28336eaa019e8cb4eda372d44996da7ee33c2fc5a,True,"""agregado puede repartir capacidad sin completar cargas Con fija el factor alinea""",agregado puede repartir capacidad sin completar cargas Con fija el factor alinea,ORIGINAL
pre-thesis/sections/source-snapshot/mainmatter/06-results-and-analysis/sp2.tex:251:p024,6. Resultados y análisis,Síntesis,pre-thesis/sections/source-snapshot/mainmatter/06-results-and-analysis/sp2.tex,251,251,32,2,El umbral puede cumplirse aunque los robots carezcan de puntos de contacto o de brazos de palanca capaces de equilibrar el torque. Ese contraejemplo motiva el certificado geométrico de wrench de E3.,b48d4a1af43e42891f6c26d92071c4566d4db0edd79710dc156723010e95aabd,palanca capaces de equilibrar el torque Ese contraejemplo motiva el certificado geométrico,22eaf6a4aa50849d4e511f82424bdc28a96c6098ae57b3b099af4800ec81c1d8,True,"""palanca capaces de equilibrar el torque Ese contraejemplo motiva el certificado geométrico""",palanca capaces de equilibrar el torque Ese contraejemplo motiva el certificado geométrico,ORIGINAL
pre-thesis/sections/source-snapshot/mainmatter/06-results-and-analysis/sp4.tex:74:p005,6. Resultados y análisis,Problema formal de referencia,pre-thesis/sections/source-snapshot/mainmatter/06-results-and-analysis/sp4.tex,74,74,44,2,"La ecuación define la referencia híbrida global; no se establece aquí una reducción que permita clasificar su complejidad. El método ejecutado descompone esa referencia en decisiones de admisión y cierre, una guardia de seguridad, el acoplamiento y el control de pose con wrench acotado.",c221fb9949f85803500f5eef69c0403b81697bb4179ba90ee58d2e6916e01483,reducción que permita clasificar su complejidad El método ejecutado descompone esa referencia,2c63aa1cd9b4c1ff46712514e023dc4a00e0c13aa78dfb8584ef5d39bdee58c4,True,"""reducción que permita clasificar su complejidad El método ejecutado descompone esa referencia""",reducción que permita clasificar su complejidad El método ejecutado descompone esa referencia,ORIGINAL
pre-thesis/sections/source-snapshot/mainmatter/06-results-and-analysis/sp4.tex:149:p011,6. Resultados y análisis,Modelos de acoplamiento y transporte,pre-thesis/sections/source-snapshot/mainmatter/06-results-and-analysis/sp4.tex,149,149,40,2,"La salida de se regula hacia cero. A partir de la pose y velocidad propias, el objetivo y los conflictos vecinales, cada robot selecciona una acción con el juego y proyecta la aceleración mediante la guardia. El estado evoluciona como",41f15bab25308713b1d8ed27e00427f1b34d077289f6196a236221ce24341aa4,propias el objetivo y los conflictos vecinales cada robot selecciona una acción,18b9b0bcf00447268d9fc40867122b80fcfb3469aeb01135344002cf48dcfc65,True,"""propias el objetivo y los conflictos vecinales cada robot selecciona una acción""",propias el objetivo y los conflictos vecinales cada robot selecciona una acción,ORIGINAL
pre-thesis/sections/source-snapshot/mainmatter/06-results-and-analysis/sp4.tex:232:p020,6. Resultados y análisis,Resultados,pre-thesis/sections/source-snapshot/mainmatter/06-results-and-analysis/sp4.tex,232,232,42,2,"Esta campaña carece de una ejecución extremo a extremo: el estrato de acoplamiento no mueve la carga y el de transporte comienza ya acoplado. La evaluación integrada corresponde al demostrador Cargo, que usa pose exacta, rigidez impuesta y reglas propias de recuperación.",10d96bc8ae6e84b397c317bed534ead4115994086d691edc6713936e4856e6ff,evaluación integrada corresponde al demostrador Cargo que usa pose exacta rigidez impuesta,2e37a55a810498173f412c479f4825a5d48a2af77c0773b144cc2ca02fb9bd43,True,"""evaluación integrada corresponde al demostrador Cargo que usa pose exacta rigidez impuesta""",evaluación integrada corresponde al demostrador Cargo que usa pose exacta rigidez impuesta,ORIGINAL
pre-thesis/sections/source-snapshot/mainmatter/06-results-and-analysis/sp4.tex:236:p021,6. Resultados y análisis,Síntesis,pre-thesis/sections/source-snapshot/mainmatter/06-results-and-analysis/sp4.tex,236,236,58,3,"Para una instantánea congelada, el juego posee un potencial exacto fuertemente convexo; con contactos fijos y realización exacta del wrench, el servolazo estabiliza localmente la pose. El fallo dominante apareció antes del transporte: la proyección CBF sin coordinación agotó el horizonte en de los casos. En los mundos entregados, PD redujo el tiempo y Hamiltoniano redujo el trabajo.",66b4a9da8ce7f4aef7ecbda7f18069ec971567095bcf6c5a470f3625dac673d9,fallo dominante apareció antes del transporte la proyección CBF sin coordinación agotó,47a4061e7580438f6996b079668e5fddf025597e5ad2f1f071a5987b5827906b,True,"""fallo dominante apareció antes del transporte la proyección CBF sin coordinación agotó""",fallo dominante apareció antes del transporte la proyección CBF sin coordinación agotó,ORIGINAL
pre-thesis/sections/source-snapshot/mainmatter/06-results-and-analysis/sp6.tex:62:p003,6. Resultados y análisis,Problema de optimización de referencia,pre-thesis/sections/source-snapshot/mainmatter/06-results-and-analysis/sp6.tex,62,62,26,3,"Sea la reserva, , los recursos, el déficit y la contribución normalizada. Sus tres componentes son soporte, fuerza y torque. recluta y agrega desplazamiento y cambio adimensionales.",31201a74c0f6ce8ea2dae0a2a15ffc9a1c59d3f8d0868b0c45c0e69754964783,Sus tres componentes son soporte fuerza y torque recluta y agrega desplazamiento,14ca17bb5f77f786e40f0767a68d31f5852c3c22d094dc791ba7b19c1ac3a3a2,True,"""Sus tres componentes son soporte fuerza y torque recluta y agrega desplazamiento""",Sus tres componentes son soporte fuerza y torque recluta y agrega desplazamiento,ORIGINAL
pre-thesis/sections/source-snapshot/mainmatter/06-results-and-analysis/sp6.tex:73:p004,6. Resultados y análisis,Problema de optimización de referencia,pre-thesis/sections/source-snapshot/mainmatter/06-results-and-analysis/sp6.tex,73,73,21,1,La enumeración de los perfiles certifica el coste mínimo postfallo con información global y fija el techo para los métodos locales.,88623dca693ef061ec112baf25e709cbbcd1b41256ff28b8d729bff4e3e61b0a,enumeración de los perfiles certifica el coste mínimo postfallo con información global,2889e0eb167fbb4df26a08a323cde2c4955b8b9abb13fde85deb49a4ed060014,True,"""enumeración de los perfiles certifica el coste mínimo postfallo con información global""",enumeración de los perfiles certifica el coste mínimo postfallo con información global,ORIGINAL
pre-thesis/sections/source-snapshot/mainmatter/06-results-and-analysis/sp6.tex:157:p012,6. Resultados y análisis,Juego de reparación,pre-thesis/sections/source-snapshot/mainmatter/06-results-and-analysis/sp6.tex,157,160,38,1,"[ineficiencia no acotada del peor Nash] No existe una cota uniforme, independiente de la instancia y de , para el cociente entre el coste del peor Nash factible y el oráculo , incluso con un solo recurso y tres robots.",0cefc8b158f9ffdedf91d0ed695660af2ab1d6f65e82f2e3abb14db5b72db99b,ineficiencia no acotada del peor Nash No existe una cota uniforme independiente,4340e971bfd82c404a55e7d410381d7d684d43aee2977543ac4de0abf14ffa7e,True,"""ineficiencia no acotada del peor Nash No existe una cota uniforme independiente""",ineficiencia no acotada del peor Nash No existe una cota uniforme independiente,ORIGINAL
pre-thesis/sections/source-snapshot/mainmatter/06-results-and-analysis/sp6.tex:162:p013,6. Resultados y análisis,Juego de reparación,pre-thesis/sections/source-snapshot/mainmatter/06-results-and-analysis/sp6.tex,162,162,30,2,"La construcción del Anexo usa un soporte de coste y dos complementarios de coste total dos. Ambos son Nash y el cociente diverge, de donde aunque exista un equilibrio óptimo.",425f432f9717458fc34c28972b13bb98d9ea24d2540dd861761e1057bb6877c6,complementarios de coste total dos Ambos son Nash y el cociente diverge,111901131a763c7c832fc35481039498a69f4ba97fe2d126ad6e26282056d137,True,"""complementarios de coste total dos Ambos son Nash y el cociente diverge""",complementarios de coste total dos Ambos son Nash y el cociente diverge,ORIGINAL
pre-thesis/sections/source-snapshot/mainmatter/06-results-and-analysis/sp6.tex:173:p016,6. Resultados y análisis,Movimiento del reemplazo,pre-thesis/sections/source-snapshot/mainmatter/06-results-and-analysis/sp6.tex,173,175,37,1,"[cota temporal de reparación] Bajo los supuestos de los Teoremas -- , una política que prolonga un camino maximal y acota por cada ventana agregada entre cambios aceptados o certificación, con trayectorias de reemplazo libres y velocidades inferiores positivas",9197f25c1b5cef1547044482d95495f21b40bc25ad6b881c2d8f8a9b60a7c147,aceptados o certificación con trayectorias de reemplazo libres y velocidades inferiores positivas,289b3bdce05b971e31a40264fc1804aa0173812208c16d7cfca67805942e9333,True,"""aceptados o certificación con trayectorias de reemplazo libres y velocidades inferiores positivas""",aceptados o certificación con trayectorias de reemplazo libres y velocidades inferiores positivas,ORIGINAL
pre-thesis/sections/source-snapshot/mainmatter/06-results-and-analysis/sp6.tex:185:p018,6. Resultados y análisis,Movimiento del reemplazo,pre-thesis/sections/source-snapshot/mainmatter/06-results-and-analysis/sp6.tex,185,185,33,2,"El término aproxima el viaje por un segmento libre y omite el giro y la evitación; representa el asentamiento por separado. La campaña evalúa cierre, restauración del certificado y puntualidad hasta el contacto.",fd7d4e83b31d75ae46c9dd5e0f4348a87410c4e0e52004ac50c58229920031eb,término aproxima el viaje por un segmento libre y omite el giro,0e98871dee7775dbfd8a0d64637d5464a61be0c7a5bd9bc66b3d5aa935518b8f,True,"""término aproxima el viaje por un segmento libre y omite el giro""",término aproxima el viaje por un segmento libre y omite el giro,ORIGINAL
pre-thesis/sections/source-snapshot/mainmatter/06-results-and-analysis/sp6.tex:189:p019,6. Resultados y análisis,Diseño experimental,pre-thesis/sections/source-snapshot/mainmatter/06-results-and-analysis/sp6.tex,189,190,26,2,"La Tabla resume mundos pareados y ejecuciones. De ellos, disponen de reserva suficiente y carecen de un recurso; el endpoint principal es la restauración del certificado.",b1f56f1f48d8c5b0c900f64d8f09113a6b31410a985475d44e2df6a8c560098f,Tabla resume mundos pareados y ejecuciones De ellos disponen de reserva suficiente,3243195c24294b4dd456a0cf12446cfa9fbbc78882ebdd1b3c218b95829f18c9,True,"""Tabla resume mundos pareados y ejecuciones De ellos disponen de reserva suficiente""",Tabla resume mundos pareados y ejecuciones De ellos disponen de reserva suficiente,ORIGINAL
pre-thesis/sections/source-snapshot/mainmatter/06-results-and-analysis/sp6.tex:223:p021,6. Resultados y análisis,Resultados,pre-thesis/sections/source-snapshot/mainmatter/06-results-and-analysis/sp6.tex,223,223,50,3,"Condicionado a factibilidad física, el juego restaura el certificado en de los mundos y no reabre ninguno de reserva insuficiente. Frente a no reparar, el efecto no condicionado es con IC del 95\,% y . En la enumeración, todos los Nash fueron factibles y mínimos por inclusión, como predicen los teoremas.",9964de0b8134066b5a1e48b5465dd0f3eee8d84fb7848d10efe3fd8fd50f668c,enumeración todos los Nash fueron factibles y mínimos por inclusión como predicen,3410b6b45f20a5f5474bade9fddf70c03d6f19b4a25f46d000cef996b59c54b6,True,"""enumeración todos los Nash fueron factibles y mínimos por inclusión como predicen""",enumeración todos los Nash fueron factibles y mínimos por inclusión como predicen,ORIGINAL
pre-thesis/sections/source-snapshot/mainmatter/06-results-and-analysis/sp6.tex:227:p023,6. Resultados y análisis,Resultados,pre-thesis/sections/source-snapshot/mainmatter/06-results-and-analysis/sp6.tex,227,227,49,2,"En los escenarios recuperables sin plazo estrecho, todos los métodos activos restauraron el certificado y llegaron a tiempo. Al estrechar el plazo, el éxito temporal del juego cayó a frente a del voraz; la distancia de la reserva domina una decisión estratégicamente factible cuando el tiempo físico resulta insuficiente.",717722e37e3d474da9fd120e395a9c56c8c22356e8ed0113dee65b2db57b01c9,escenarios recuperables sin plazo estrecho todos los métodos activos restauraron el certificado,1afde20087f390d1478b31b2431c227290a7a5bcb66675447f06f5b03fa7b266,True,"""escenarios recuperables sin plazo estrecho todos los métodos activos restauraron el certificado""",escenarios recuperables sin plazo estrecho todos los métodos activos restauraron el certificado,ORIGINAL
