result_id,corpus,path,source_sha256,line,end_line,environment,title,label,label_occurrences_within_corpus,duplicate_label_within_corpus,inline_proof_detected,proof_line,linked_claim_ids,claim_ledger_states,evidence_status,audit_status,assumptions_audited,domain_audited,units_audited,proof_audited,dependencies_audited,counterexample_audited,evidence_link_audited,notes
PAPER-FR-0057-pr:observador-dist,paper,paper/sec_comunicacion.tex,43cf5bbc44d5ba319ce81ff2e46944a93e6bc5fa4c4547e9ec5dcd26850556b3,339,347,proposicion,Convergencia bajo la conectividad que ya se exige,pr:observador-dist,1,no,no,,,,candidate,FAIL,yes,yes,yes,yes,yes,yes,yes,Auditoría semántica FAIL: El iff topologico omite condiciones de detectabilidad y diseno del observador; la conectividad no es por si sola suficiente. Decisión: reject-as-formal-support. No hay promoción automática.
PAPER-FR-0058-pr:regulacion-local,paper,paper/sec_comunicacion.tex,43cf5bbc44d5ba319ce81ff2e46944a93e6bc5fa4c4547e9ec5dcd26850556b3,396,415,proposicion,Error de regulación con referencia local,pr:regulacion-local,1,no,no,,,,candidate,LIMITED,yes,yes,yes,yes,yes,yes,yes,"Auditoría semántica LIMITED: La dinamica de estado y su cota son correctas bajo las ecuaciones reguladoras, pero el resultado no demuestra la regulacion de salida anunciada y depende de un observador no cerrado. Decisión: monograph-candidate-with-explicit-limitation. No hay promoción automática."
PAPER-FR-0059-pr:reloj-seguro,paper,paper/sec_comunicacion.tex,43cf5bbc44d5ba319ce81ff2e46944a93e6bc5fa4c4547e9ec5dcd26850556b3,451,462,proposicion,Reloj seguro para una familia reducida de errores,pr:reloj-seguro,1,no,yes,464,,,candidate,PASS,yes,yes,yes,yes,yes,yes,yes,Auditoría semántica PASS: Resultado correcto y autocontenido para el modelo escalar declarado; no debe transferirse a la planta sin una envolvente de seguimiento. Decisión: proof-pass-but-claim-or-independent-evidence-unmapped. No hay promoción automática.
PAPER-FR-0060-th:vi-robusta,paper,paper/sec_comunicacion.tex,43cf5bbc44d5ba319ce81ff2e46944a93e6bc5fa4c4547e9ec5dcd26850556b3,542,551,teorema,Robustez de la desigualdad variacional,th:vi-robusta,1,no,yes,553,,,candidate,PASS,yes,yes,yes,yes,yes,yes,yes,Auditoría semántica PASS: La cota de sensibilidad esta bien demostrada y su segunda desigualdad respeta la norma espectral. Decisión: proof-pass-but-claim-or-independent-evidence-unmapped. No hay promoción automática.
PAPER-FR-0061-pr:contraccion-proyectada,paper,paper/sec_comunicacion.tex,43cf5bbc44d5ba319ce81ff2e46944a93e6bc5fa4c4547e9ec5dcd26850556b3,561,571,proposicion,Contracción del paso proyectado y número de condición estratégico,pr:contraccion-proyectada,1,no,yes,573,,,candidate,PASS,yes,yes,yes,yes,yes,yes,yes,"Auditoría semántica PASS: Es correcto como paso de gradiente de un potencial suave fuertemente convexo, pero no debe presentarse como resultado para toda VI monotona. Decisión: proof-pass-but-claim-or-independent-evidence-unmapped. No hay promoción automática."
PAPER-FR-0062-pr:seguimiento-conectividad,paper,paper/sec_comunicacion.tex,43cf5bbc44d5ba319ce81ff2e46944a93e6bc5fa4c4547e9ec5dcd26850556b3,591,602,proposicion,Seguimiento por conectividad y error de decisión,pr:seguimiento-conectividad,1,no,yes,604,,,candidate,LIMITED,yes,yes,yes,yes,yes,yes,yes,Auditoría semántica LIMITED: La cota es valida para el subsistema de desacuerdo de un grafo estatico conectado; el enunciado debe incorporar esas condiciones y separar seguimiento dinamico de sensibilidad estatica. Decisión: monograph-candidate-with-explicit-limitation. No hay promoción automática.
PAPER-FR-0063-pr:obsolescencia,paper,paper/sec_comunicacion.tex,43cf5bbc44d5ba319ce81ff2e46944a93e6bc5fa4c4547e9ec5dcd26850556b3,612,620,proposicion,Obsolescencia con disparo por eventos,pr:obsolescencia,1,no,yes,622,,,candidate,LIMITED,yes,yes,yes,yes,yes,yes,yes,Auditoría semántica LIMITED: La cota es recuperable bajo un contrato de canal estricto que no aparece en el enunciado; no respalda por si sola la red degradada del TFM. Decisión: monograph-candidate-with-explicit-limitation. No hay promoción automática.
PAPER-FR-0064-pr:equilibrio-movil,paper,paper/sec_comunicacion.tex,43cf5bbc44d5ba319ce81ff2e46944a93e6bc5fa4c4547e9ec5dcd26850556b3,636,641,proposicion,Seguimiento de un equilibrio móvil,pr:equilibrio-movil,1,no,yes,643,,,candidate,PASS,yes,yes,yes,yes,yes,yes,yes,Auditoría semántica PASS: Resultado ISS elemental correcto para un cero interior movil; el alcance excluye conjuntos restringidos. Decisión: proof-pass-but-claim-or-independent-evidence-unmapped. No hay promoción automática.
PAPER-FR-0065-pr:frontera-retardo,paper,paper/sec_comunicacion.tex,43cf5bbc44d5ba319ce81ff2e46944a93e6bc5fa4c4547e9ec5dcd26850556b3,648,659,proposicion,Frontera modal retardo--ganancia,pr:frontera-retardo,1,no,yes,661,,,candidate,LIMITED,yes,yes,yes,yes,yes,yes,yes,"Auditoría semántica LIMITED: Las ecuaciones de frontera son correctas, pero el calificativo primer cruce exige un argumento espectral adicional. Decisión: monograph-candidate-with-explicit-limitation. No hay promoción automática."
PAPER-FR-0066-pr:limite-poblacion,paper,paper/sec_comunicacion.tex,43cf5bbc44d5ba319ce81ff2e46944a93e6bc5fa4c4547e9ec5dcd26850556b3,680,690,proposicion,Límite de población para revisiones de Poisson,pr:limite-poblacion,1,no,yes,692,,,candidate,PASS,yes,yes,yes,yes,yes,yes,yes,Auditoría semántica PASS: La ley de grandes numeros y la cota cuadratica O(1/N) estan bien delimitadas a horizonte finito; no deben leerse como divisibilidad fisica. Decisión: proof-pass-but-claim-or-independent-evidence-unmapped. No hay promoción automática.
PAPER-FR-0067-pr:commit,paper,paper/sec_continuacion.tex,1ba358c3226efd665657f3fd03ecfcec5320c3ed8d4e0a56eaac13ec6bd57f91,59,70,proposicion,\emph{Commit} certificado por cotas,pr:commit,1,no,yes,72,,,candidate,PASS,yes,yes,yes,yes,yes,yes,yes,Auditoría semántica PASS: Es un certificado suficiente correcto y deliberadamente conservador; su utilidad empirica requiere artefactos separados. Decisión: proof-pass-but-claim-or-independent-evidence-unmapped. No hay promoción automática.
PAPER-FR-0068-pr:presupuesto-progreso,paper,paper/sec_continuacion.tex,1ba358c3226efd665657f3fd03ecfcec5320c3ed8d4e0a56eaac13ec6bd57f91,88,101,proposicion,Presupuesto de progreso del testigo,pr:presupuesto-progreso,1,no,yes,103,,,candidate,LIMITED,yes,yes,yes,yes,yes,yes,yes,"Auditoría semántica LIMITED: La cota es una identidad contable condicional, no consecuencia de las frases consume y mejora sin una ecuacion de balance precisa. Decisión: monograph-candidate-with-explicit-limitation. No hay promoción automática."
PAPER-FR-0069-pr:recourse,paper,paper/sec_continuacion.tex,1ba358c3226efd665657f3fd03ecfcec5320c3ed8d4e0a56eaac13ec6bd57f91,132,150,proposicion,Condición suficiente de \emph{recourse},pr:recourse,1,no,yes,152,,,candidate,LIMITED,yes,yes,yes,yes,yes,yes,yes,Auditoría semántica LIMITED: Condicion suficiente valida para margenes continuos con convenciones de borde; el enunciado necesita esas convenciones y no acredita recourse fisico. Decisión: monograph-candidate-with-explicit-limitation. No hay promoción automática.
PAPER-FR-0070-th:externalidad-atomica,paper,paper/sec_continuacion.tex,1ba358c3226efd665657f3fd03ecfcec5320c3ed8d4e0a56eaac13ec6bd57f91,205,219,teorema,Externalidad atómica exacta,th:externalidad-atomica,1,no,yes,221,,,candidate,PASS,yes,yes,yes,yes,yes,yes,yes,Auditoría semántica PASS: La identidad de potencial exacto esta correctamente demostrada para la estructura especificada; no hereda convexidad ni ejecutabilidad. Decisión: proof-pass-but-claim-or-independent-evidence-unmapped. No hay promoción automática.
PAPER-FR-0071-pr:smith-caja,paper,paper/sec_continuacion.tex,1ba358c3226efd665657f3fd03ecfcec5320c3ed8d4e0a56eaac13ec6bd57f91,250,260,proposicion,Dinámica Smith en caja,pr:smith-caja,1,no,yes,262,,,candidate,LIMITED,yes,yes,yes,yes,yes,yes,yes,Auditoría semántica LIMITED: El calculo es correcto si T_i y lambda_i son no negativos; faltan esos supuestos y no hay resultado de convergencia. Decisión: monograph-candidate-with-explicit-limitation. No hay promoción automática.
PAPER-FR-0072-pr:convolucion-intencion,paper,paper/sec_continuacion.tex,1ba358c3226efd665657f3fd03ecfcec5320c3ed8d4e0a56eaac13ec6bd57f91,283,293,proposicion,Intención publicada con incertidumbre,pr:convolucion-intencion,1,no,yes,295,,,candidate,LIMITED,yes,yes,yes,yes,yes,yes,yes,"Auditoría semántica LIMITED: Formula correcta para gaussianas euclideas no degeneradas, pero el enunciado omite definitud y no justifica el uso global sobre pose. Decisión: monograph-candidate-with-explicit-limitation. No hay promoción automática."
PAPER-FR-0073-pr:conectividad-acumulada,paper,paper/sec_continuacion.tex,1ba358c3226efd665657f3fd03ecfcec5320c3ed8d4e0a56eaac13ec6bd57f91,311,322,proposicion,Conectividad acumulada antes del conflicto,pr:conectividad-acumulada,1,no,yes,324,,,candidate,LIMITED,yes,yes,yes,yes,yes,yes,yes,"Auditoría semántica LIMITED: La desigualdad es valida en el caso simetrico preservador del promedio, pero esos supuestos deben aparecer en el enunciado. Decisión: monograph-candidate-with-explicit-limitation. No hay promoción automática."
PAPER-FR-0074-pr:certificado-gradiente,paper,paper/sec_continuacion.tex,1ba358c3226efd665657f3fd03ecfcec5320c3ed8d4e0a56eaac13ec6bd57f91,464,472,proposicion,Certificado de calidad por residual,pr:certificado-gradiente,1,no,yes,474,,,candidate,PASS,yes,yes,yes,yes,yes,yes,yes,Auditoría semántica PASS: Ambas cotas son estandar y estan demostradas correctamente con el dominio correspondiente. Decisión: proof-pass-but-claim-or-independent-evidence-unmapped. No hay promoción automática.
PAPER-FR-0075-le:valoracion-2c,paper,paper/sec_continuacion.tex,1ba358c3226efd665657f3fd03ecfcec5320c3ed8d4e0a56eaac13ec6bd57f91,577,581,lema,Error de valoración de propuestas,le:valoracion-2c,1,no,yes,583,,,candidate,PASS,yes,yes,yes,yes,yes,yes,yes,"Auditoría semántica PASS: La cota 2c esta correctamente probada y es util como certificado determinista, con existencia de argmin implicita. Decisión: proof-pass-but-claim-or-independent-evidence-unmapped. No hay promoción automática."
PAPER-FR-0076-th:degradacion,paper,paper/sec_degradacion.tex,0bac0828e6c709e55e1c7a0eb7b08e12ea8778d9d13116223539cb4e89547b47,22,38,teorema,Degradación de recursos,th:degradacion,1,no,yes,40,,,candidate,FAIL,yes,yes,yes,yes,yes,yes,yes,Auditoría semántica FAIL: Un teorema unico no puede heredar los incisos exactos a las leyes de condicionamiento y rondas no demostradas; deben separarse y normalizarse. Decisión: reject-as-formal-support. No hay promoción automática.
PAPER-FR-0077-co:guarda-global,paper,paper/sec_degradacion.tex,0bac0828e6c709e55e1c7a0eb7b08e12ea8778d9d13116223539cb4e89547b47,101,107,corolario,Guarda espectral acoplada,co:guarda-global,1,no,no,,,,candidate,FAIL,yes,yes,yes,yes,yes,yes,yes,"Auditoría semántica FAIL: La guarda de autoridad puede acotar residual/esfuerzo del QP, pero no simultaneamente condicionamiento y mezcla de red como se afirma. Decisión: reject-as-formal-support. No hay promoción automática."
PAPER-FR-0078-pr:cubo,paper,paper/sec_estimacion.tex,8aeb97ae816afb8b3fb8c39ee364308dac43993255efe64ba01a31747e7e42cd,74,79,proposicion,La incertidumbre transversal crece con el cubo de la distancia,pr:cubo,1,no,yes,81,,,candidate,FAIL,yes,yes,yes,yes,yes,yes,yes,Auditoría semántica FAIL: La ley cubica es local/preasintotica bajo linealizacion de rumbo; presentada como Theta(d) global bajo el modelo exacto es falsa. Decisión: reject-as-formal-support. No hay promoción automática.
PAPER-FR-0079-pr:interseccion,paper,paper/sec_estimacion.tex,8aeb97ae816afb8b3fb8c39ee364308dac43993255efe64ba01a31747e7e42cd,139,153,proposicion,Fusión consistente sin conocer la correlación,pr:interseccion,1,no,no,,,,candidate,LIMITED,yes,yes,yes,yes,yes,yes,yes,"Auditoría semántica LIMITED: Resultado bibliografico util, pero faltan sus hipotesis esenciales y una pose en variedad requiere formulacion local explicita. Decisión: monograph-candidate-with-explicit-limitation. No hay promoción automática."
PAPER-FR-0080-th:asimetria,paper,paper/sec_estimacion.tex,8aeb97ae816afb8b3fb8c39ee364308dac43993255efe64ba01a31747e7e42cd,155,171,teorema,Asimetría entre cartografiar y localizar,th:asimetria,1,no,yes,173,,,candidate,FAIL,yes,yes,yes,yes,yes,yes,yes,"Auditoría semántica FAIL: La asimetria practica es razonable, pero el teorema convierte limitaciones de un promedio ingenuo en una imposibilidad universal no probada. Decisión: reject-as-formal-support. No hay promoción automática."
PAPER-FR-0081-co:tensado,paper,paper/sec_estimacion.tex,8aeb97ae816afb8b3fb8c39ee364308dac43993255efe64ba01a31747e7e42cd,215,225,corolario,Tensado derivado del filtro,co:tensado,1,no,no,,,,candidate,FAIL,yes,yes,yes,yes,yes,yes,yes,"Auditoría semántica FAIL: La formula contiene una elipse gaussiana en un disco conservador, pero no preserva por si sola una garantia temporal de invariancia. Decisión: reject-as-formal-support. No hay promoción automática."
PAPER-FR-0082-pr:pose,paper,paper/sec_fundamentos.tex,4c9bf304be806e2e751af0be6f748b0c4562b1eabbb2150a0a8e6f665d598f56,69,74,proposicion,Estrechamiento de la barrera por error de pose,pr:pose,1,no,yes,76,,,candidate,PASS,yes,yes,yes,yes,yes,yes,yes,Auditoría semántica PASS: El estrechamiento 2epsilon_p es una condicion suficiente correcta para separacion posicional bajo error acotado. Decisión: proof-pass-but-claim-or-independent-evidence-unmapped. No hay promoción automática.
PAPER-FR-0083-pr:implementable,paper,paper/sec_informacion.tex,6e9b7f0fae9b769c530c7361cd5977b497f9ac3c808dd8e2306cd87d5b4d31f2,24,33,proposicion,Condición de implementabilidad,pr:implementable,1,no,no,,,,candidate,LIMITED,yes,yes,yes,yes,yes,yes,yes,"Auditoría semántica LIMITED: La conclusion es valida para construir la vecindad, no para toda la evaluacion del payoff sin una hipotesis adicional de localidad de datos. Decisión: monograph-candidate-with-explicit-limitation. No hay promoción automática."
PAPER-FR-0084-th:jerarquia-grafos,paper,paper/sec_informacion.tex,6e9b7f0fae9b769c530c7361cd5977b497f9ac3c808dd8e2306cd87d5b4d31f2,49,67,teorema,"Orden, conectividad y localidad",th:jerarquia-grafos,1,no,no,,,,candidate,LIMITED,yes,yes,yes,yes,yes,yes,yes,"Auditoría semántica LIMITED: La jerarquia es estandar bajo convenciones geometricas, pero no es una demostracion propia y el enunciado omite degeneraciones. Decisión: monograph-candidate-with-explicit-limitation. No hay promoción automática."
PAPER-FR-0085-pr:monotonia-info,paper,paper/sec_informacion2.tex,af782b5c1c487a852facddb385a14aa9534c24c8c89131df330f666610242749,21,25,proposicion,Monotonía de la información,pr:monotonia-info,1,no,yes,27,,,candidate,PASS,yes,yes,yes,yes,yes,yes,yes,Auditoría semántica PASS: Resultado elemental pero formalmente correcto; solo afirma ampliacion del certificado robusto al reducir validamente la incertidumbre. Decisión: proof-pass-but-claim-or-independent-evidence-unmapped. No hay promoción automática.
PAPER-FR-0086-co:medir,paper,paper/sec_informacion2.tex,af782b5c1c487a852facddb385a14aa9534c24c8c89131df330f666610242749,39,46,corolario,Medir es una acción del juego,co:medir,1,no,no,,,,candidate,CONJECTURE,yes,yes,yes,yes,yes,yes,yes,"Auditoría semántica CONJECTURE: Es una direccion de diseno plausible, no un corolario matematico. Debe formular valor de informacion, dinamica de creencias y externalidades. Decisión: monograph-candidate-with-explicit-limitation. No hay promoción automática."
PAPER-FR-0087-pr:euler-diverge,paper,paper/sec_informacion2.tex,af782b5c1c487a852facddb385a14aa9534c24c8c89131df330f666610242749,120,127,proposicion,El paso de Euler simultáneo diverge,pr:euler-diverge,1,no,yes,129,,,candidate,PASS,yes,yes,yes,yes,yes,yes,yes,Auditoría semántica PASS: El ejemplo demuestra correctamente divergencia de Euler para todo h>0 y contraccion del extragradiente solo en 0<h<1. Decisión: proof-pass-but-claim-or-independent-evidence-unmapped. No hay promoción automática.
PAPER-FR-0088-pr:anidados,paper,paper/sec_mision.tex,9d79520dec5c4213e9411dfcbd4067bc4c58a74dcb5b969f5594b89661b23571,30,36,proposicion,Los conjuntos admisibles se anidan,pr:anidados,1,no,yes,38,,,candidate,LIMITED,yes,yes,yes,yes,yes,yes,yes,Auditoría semántica LIMITED: La intuicion de conjuntos anidados necesita una incrustacion comun y un mapa de reset; anadir la etiqueta de fase no basta para una inclusion formal. Decisión: monograph-candidate-with-explicit-limitation. No hay promoción automática.
PAPER-FR-0089-pr:rigidez,paper,paper/sec_mision.tex,9d79520dec5c4213e9411dfcbd4067bc4c58a74dcb5b969f5594b89661b23571,59,70,proposicion,Restricción de rigidez,pr:rigidez,1,no,yes,72,,,candidate,LIMITED,yes,yes,yes,yes,yes,yes,yes,Auditoría semántica LIMITED: Es valido solo para el punto controlado sobre el eje y con marcos corregidos; no describe la interfaz Pioneer Cargo posterior. Decisión: monograph-candidate-with-explicit-limitation. No hay promoción automática.
PAPER-FR-0090-le:astop,paper,paper/sec_mision.tex,9d79520dec5c4213e9411dfcbd4067bc4c58a74dcb5b969f5594b89661b23571,124,134,lema,Cota de velocidad por frenado,le:astop,1,no,yes,136,,,candidate,FAIL,yes,yes,yes,yes,yes,yes,yes,"Auditoría semántica FAIL: La cota cinetica es correcta en 1D estatico, pero no descarga la factibilidad de un programa multiobstaculo, no holonomo y acoplado. Decisión: reject-as-formal-support. No hay promoción automática."
PAPER-FR-0091-co:invariancia-incondicional,paper,paper/sec_mision.tex,9d79520dec5c4213e9411dfcbd4067bc4c58a74dcb5b969f5594b89661b23571,142,148,corolario,Invariancia incondicional,co:invariancia-incondicional,1,no,no,,,,candidate,FAIL,yes,yes,yes,yes,yes,yes,yes,Auditoría semántica FAIL: La prioridad lexicografica no crea una accion segura cuando el conjunto es vacio; incondicional es una sobreafirmacion. Decisión: reject-as-formal-support. No hay promoción automática.
PAPER-FR-0092-th:astop-cuerpo,paper,paper/sec_mision.tex,9d79520dec5c4213e9411dfcbd4067bc4c58a74dcb5b969f5594b89661b23571,169,189,teorema,Frenado del cuerpo compuesto,th:astop-cuerpo,1,no,yes,191,,,candidate,FAIL,yes,yes,yes,yes,yes,yes,yes,Auditoría semántica FAIL: La funcion soporte debe restringirse a wrenches compatibles con par/rigidez y modelar la dinamica completa antes de afirmar invariancia. Decisión: reject-as-formal-support. No hay promoción automática.
PAPER-FR-0093-pr:extincion,paper,paper/sec_mision.tex,9d79520dec5c4213e9411dfcbd4067bc4c58a74dcb5b969f5594b89661b23571,263,271,proposicion,Extinción del precio y disolución,pr:extincion,1,no,yes,273,,,candidate,FAIL,yes,yes,yes,yes,yes,yes,yes,Auditoría semántica FAIL: La cadena demanda cero -> precio cero -> pago cero -> liberacion contiene tres implicaciones no demostradas y omite el desacoplamiento fisico. Decisión: reject-as-formal-support. No hay promoción automática.
PAPER-FR-0094-th:testigo,paper,paper/sec_mision.tex,9d79520dec5c4213e9411dfcbd4067bc4c58a74dcb5b969f5594b89661b23571,309,323,teorema,Seguridad y progreso con testigo vigente,th:testigo,1,no,no,,,,candidate,CONJECTURE,yes,yes,yes,yes,yes,yes,yes,"Auditoría semántica CONJECTURE: La idea puede convertirse en un teorema de MPC seguro, pero requiere definir la funcion de valor, la telescopia de coste y los mapas de reset; hoy no tiene prueba completa. Decisión: monograph-candidate-with-explicit-limitation. No hay promoción automática."
PAPER-FR-0095-th:bellman-residual,paper,paper/sec_mision.tex,9d79520dec5c4213e9411dfcbd4067bc4c58a74dcb5b969f5594b89661b23571,363,381,teorema,Progreso esperado con residual por unidad de duración,th:bellman-residual,1,no,yes,383,,,candidate,PASS,yes,yes,yes,yes,yes,yes,yes,Auditoría semántica PASS: Las cotas esperadas y llegada casi segura se siguen del residual por unidad de tiempo bajo el contrato semi-Markov declarado. Decisión: proof-pass-but-claim-or-independent-evidence-unmapped. No hay promoción automática.
PAPER-FR-0096-pr:presupuesto-error,paper,paper/sec_mision.tex,9d79520dec5c4213e9411dfcbd4067bc4c58a74dcb5b969f5594b89661b23571,406,413,proposicion,Presupuesto de error de una evaluación local,pr:presupuesto-error,1,no,no,,,,candidate,LIMITED,yes,yes,yes,yes,yes,yes,yes,"Auditoría semántica LIMITED: La desigualdad es correcta para kernels de probabilidad normalizados, pero ese supuesto esencial y la convencion de norma deben explicitarse. Decisión: monograph-candidate-with-explicit-limitation. No hay promoción automática."
PAPER-FR-0097-th:mision,paper,paper/sec_mision.tex,9d79520dec5c4213e9411dfcbd4067bc4c58a74dcb5b969f5594b89661b23571,447,465,teorema,Propiedades de la misión encadenada,th:mision,1,no,yes,467,,,candidate,FAIL,yes,yes,yes,yes,yes,yes,yes,"Auditoría semántica FAIL: El teorema de sistema no se obtiene concatenando referencias locales; faltan invariancia de guardas/reset, progreso y una prueba hibrida autocontenida. Decisión: reject-as-formal-support. No hay promoción automática."
PAPER-FR-0098-pr:disco-friccion,paper,paper/sec_modelo_fisico.tex,873ba87a787fda916d27de4ac3278a2b6dabf83c6ab8c139ecbdfb5fe8b38209,81,93,proposicion,Paso de fricción de máxima disipación,pr:disco-friccion,1,no,no,,,,candidate,LIMITED,yes,yes,yes,yes,yes,yes,yes,"Auditoría semántica LIMITED: QP plausible y dimensionalmente correcto para el subpaso congelado, pero necesita derivacion variacional y no debe llamarse implementacion completa de impulso-momento. Decisión: monograph-candidate-with-explicit-limitation. No hay promoción automática."
PAPER-FR-0099-pr:propiedades-el,paper,paper/sec_modelo_fisico.tex,873ba87a787fda916d27de4ac3278a2b6dabf83c6ab8c139ecbdfb5fe8b38209,124,140,proposicion,Propiedades estructurales,pr:propiedades-el,1,no,no,,,,candidate,LIMITED,yes,yes,yes,yes,yes,yes,yes,"Auditoría semántica LIMITED: Las propiedades son validas para una clase mecanica estandar bien definida, no para el modelo generico tal como esta escrito; deben acotarse dominio y parametrizacion. Decisión: monograph-candidate-with-explicit-limitation. No hay promoción automática."
PAPER-FR-0100-pr:balance-adaptativo,paper,paper/sec_modelo_fisico.tex,873ba87a787fda916d27de4ac3278a2b6dabf83c6ab8c139ecbdfb5fe8b38209,172,188,proposicion,Balance adaptativo condicionado,pr:balance-adaptativo,1,no,yes,190,,,candidate,PASS,yes,yes,yes,yes,yes,yes,yes,Auditoría semántica PASS: La identidad de almacenamiento es correcta bajo sus supuestos explicitos y evita afirmar estabilidad del vector completo o identificacion. Decisión: proof-pass-but-claim-or-independent-evidence-unmapped. No hay promoción automática.
PAPER-FR-0101-pr:fuera-eje,paper,paper/sec_modelo_fisico.tex,873ba87a787fda916d27de4ac3278a2b6dabf83c6ab8c139ecbdfb5fe8b38209,266,272,proposicion,La no holonomía no restringe al punto de contacto,pr:fuera-eje,1,no,yes,274,,,candidate,LIMITED,yes,yes,yes,yes,yes,yes,yes,"Auditoría semántica LIMITED: La prueba algebraica establece invertibilidad y la ley 1/a, pero el enunciado de condicionamiento mezcla unidades y no enlaza un límite ejecutable. Decisión: monograph-candidate-with-explicit-limitation. No hay promoción automática."
PAPER-FR-0102-pr:huella-transversal,paper,paper/sec_modelo_fisico.tex,873ba87a787fda916d27de4ac3278a2b6dabf83c6ab8c139ecbdfb5fe8b38209,301,316,proposicion,Del error transversal a una huella segura,pr:huella-transversal,1,no,no,,,,candidate,LIMITED,yes,yes,yes,yes,yes,yes,yes,"Auditoría semántica LIMITED: Las cotas se derivan por norma y desigualdad triangular, pero la fuente no ofrece prueba, convención en f3=0 ni contrato temporal de los errores. Decisión: monograph-candidate-with-explicit-limitation. No hay promoción automática."
PAPER-FR-0103-pr:pad-energia,paper,paper/sec_modelo_fisico.tex,873ba87a787fda916d27de4ac3278a2b6dabf83c6ab8c139ecbdfb5fe8b38209,413,422,proposicion,Identidad energética del \emph{pad} isotrópico,pr:pad-energia,1,no,yes,424,,,candidate,LIMITED,yes,yes,yes,yes,yes,yes,yes,"Auditoría semántica LIMITED: La sustitución cancela exactamente el término elástico y prueba pasividad en el modelo isotrópico, pero no existe claim ni evidencia canónica para migrarlo. Decisión: monograph-candidate-with-explicit-limitation. No hay promoción automática."
PAPER-FR-0104-pr:ruta-ruedas,paper,paper/sec_modelo_fisico.tex,873ba87a787fda916d27de4ac3278a2b6dabf83c6ab8c139ecbdfb5fe8b38209,442,455,proposicion,Levantar una ruta de carga hasta cada rueda,pr:ruta-ruedas,1,no,no,,C-SP2-N1-KIN-FORMAL,SOPORTADA,candidate,DUPLICATE,yes,yes,yes,yes,yes,yes,yes,"Auditoría semántica DUPLICATE: El spine activo contiene la misma elevación, una equivalencia si y solo si más precisa, la cota de ruedas y su prueba; no debe migrarse como resultado independiente. Decisión: retain-canonical-result-only. No hay promoción automática."
PAPER-FR-0105-th:cerco,paper,paper/sec_modelo_fisico.tex,873ba87a787fda916d27de4ac3278a2b6dabf83c6ab8c139ecbdfb5fe8b38209,496,510,teorema,Cerco por polígono de centros,th:cerco,1,no,yes,512,,,candidate,LIMITED,yes,yes,yes,yes,yes,yes,yes,"Auditoría semántica LIMITED: La prueba cubre toda la frontera poligonal con regiones prohibidas y aplica Jordan correctamente; aún carece de claim, test y vínculo de evidencia canónico. Decisión: monograph-candidate-with-explicit-limitation. No hay promoción automática."
PAPER-FR-0106-co:cerco-movil,paper,paper/sec_modelo_fisico.tex,873ba87a787fda916d27de4ac3278a2b6dabf83c6ab8c139ecbdfb5fe8b38209,522,527,corolario,Cerco móvil condicionado,co:cerco-movil,1,no,no,,,,candidate,LIMITED,yes,yes,yes,yes,yes,yes,yes,"Auditoría semántica LIMITED: Es una consecuencia topológica razonable de la barrera móvil, pero la fuente no formaliza la homotopía temporal ni un margen robusto. Decisión: monograph-candidate-with-explicit-limitation. No hay promoción automática."
PAPER-FR-0107-th:grado-relativo-rueda,paper,paper/sec_modelo_fisico.tex,873ba87a787fda916d27de4ac3278a2b6dabf83c6ab8c139ecbdfb5fe8b38209,609,621,teorema,El grado relativo incluye las ruedas,th:grado-relativo-rueda,1,no,yes,623,,,candidate,LIMITED,yes,yes,yes,yes,yes,yes,yes,"Auditoría semántica LIMITED: La cadena de derivadas y los coeficientes son coherentes con el modelo ideal, pero faltan auditoría dimensional explícita, artefacto simbólico y enlace de evidencia. Decisión: monograph-candidate-with-explicit-limitation. No hay promoción automática."
PAPER-FR-0108-th:multiclase,paper,paper/sec_multiclase.tex,7e961275af80c595a4661661ccd76ceb5779647374ce2ed26a159d6f5aeebc41,38,49,teorema,El peaje marginal por clase alinea el equilibrio con el óptimo,th:multiclase,1,no,yes,51,,,candidate,LIMITED,yes,yes,yes,yes,yes,yes,yes,"Auditoría semántica LIMITED: La derivada marginal es correcta, pero la frase que hace socialmente óptimo todo encaminamiento egoísta necesita convexidad, condiciones de frontera y el converso KKT. Decisión: monograph-candidate-with-explicit-limitation. No hay promoción automática."
PAPER-FR-0109-co:admision,paper,paper/sec_multiclase.tex,7e961275af80c595a4661661ccd76ceb5779647374ce2ed26a159d6f5aeebc41,91,101,corolario,Control de admisión,co:admision,1,no,no,,,,candidate,FAIL,yes,yes,yes,yes,yes,yes,yes,"Auditoría semántica FAIL: Comprobar solo la nueva fila no preserva dominancia diagonal de las filas existentes, por lo que la estabilidad citada no se sigue. Decisión: reject-as-formal-support. No hay promoción automática."
PAPER-FR-0110-pr:rondas-color,paper,paper/sec_multiclase.tex,7e961275af80c595a4661661ccd76ceb5779647374ce2ed26a159d6f5aeebc41,173,183,proposicion,Cota geométrica del número de turnos,pr:rondas-color,1,no,no,,,,candidate,FAIL,yes,yes,yes,yes,yes,yes,yes,"Auditoría semántica FAIL: La parte cromática Delta+1 es correcta, pero la composición geométrica usa una cota de grado falsa; por ello el enunciado conjunto no vale. Decisión: reject-as-formal-support. No hay promoción automática."
